"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"9.24","9.7","24","Further, love is like activity, being loved like passivity; and loving and its concomitants are attributes of those who are the more active.

Again, all men love more what they have won by labour; e.g. those who have made their money love it more than those who have inherited it; and to be well treated seems to involve no labour, while to treat others well is a laborious task. These are the reasons, too, why mothers are fonder of their children than fathers; bringing them into the world costs them more pains, and they know better that the children are their own. This last point, too, would seem to apply to benefactors.","Furthermore, loving is like activity, while being loved is like passivity; and the impulse to love, together with the feelings that accompany it, belongs to those who are more active.

Again, all people love more what they have won through effort. Those who have earned their money love it more than those who inherited it, and being helped seems to require no effort, while helping others is hard work.

These are also the reasons why mothers are fonder of their children than fathers are: bringing children into the world costs them more pain, and they know more certainly that the children are their own. This last point would seem to apply to benefactors as well.","Loving is activity, being loved is passivity -- and we are naturally drawn to activity. We love more what we have won through effort: the self-made love their wealth more than heirs do. Mothers love their children more than fathers because childbirth costs them more pain and gives them greater certainty the children are theirs. The same principle applies to benefactors, who invest more effort than recipients.","Loving is active while being loved is passive, and we value more what we achieve through effort. This explains why mothers love their children more than fathers do -- childbirth requires greater labor and gives greater certainty of parentage. The same principle explains why benefactors love more than beneficiaries.","We love most what costs us the most effort -- which is why mothers love their children more than fathers, and benefactors love more than those they benefit.","The active/passive (poiesis/pathesis) distinction reflects Aristotle's Categories and Physics. -- The observation about mothers' greater attachment due to the labor of childbirth is remarkably empirical for ancient philosophy. -- The claim about certainty of parentage ('they know better that the children are their own') reflects the ancient world's concern with paternity certainty, which had legal implications for inheritance and citizenship in Athens. -- The 'effort justification' principle Aristotle describes is well-documented in modern social psychology (the 'IKEA effect')."
"9.25","9.8","25","The question is also debated, whether a man should love himself most, or some one else. People criticize those who love themselves most, and call them self-lovers, using this as an epithet of disgrace, and a bad man seems to do everything for his own sake, and the more so the more wicked he is-and so men reproach him, for instance, with doing nothing of his own accord-while the good man acts for honour's sake, and the more so the better he is, and acts for his friend's sake, and sacrifices his own interest.","The question is also debated whether a person should love himself most, or someone else. People criticize those who love themselves above all and call them ""self-lovers,"" using this as a term of reproach. The bad person, it is thought, does everything for his own sake -- and the more wicked he is, the more he does so. People reproach him, for instance, for never doing anything unless it serves his own interest. The good person, by contrast, acts for the sake of what is noble, and the better he is, the more he does so. He acts for his friend's sake and sacrifices his own interest.","Whether one should love oneself most is debated. 'Self-lover' is used as a term of reproach, since bad people seem to do everything for their own sake. The good person, by contrast, acts for what is noble and for his friend's sake, sacrificing personal interest.","Common opinion treats 'self-lover' as an insult, since bad people are thought to do everything for their own benefit. Good people, by contrast, act for what is noble and sacrifice their own interests for friends.","Common opinion condemns self-love because bad people act selfishly, while good people sacrifice their own interests for what is noble.","This passage opens IX.8, one of the most philosophically rich chapters in the Ethics, which rehabilitates a proper form of self-love. -- The Greek term philautos (self-lover) was pejorative in common usage, as Aristotle notes. -- The tension between self-love and altruism that Aristotle sets up here remains central to ethical theory, from the Stoics through Christianity to modern debates between egoism and altruism."
"9.26","9.8","26","But the facts clash with these arguments, and this is not surprising. For men say that one ought to love best one's best friend, and man's best friend is one who wishes well to the object of his wish for his sake, even if no one is to know of it; and these attributes are found most of all in a man's attitude towards himself, and so are all the other attributes by which a friend is defined; for, as we have said, it is from this relation that all the characteristics of friendship have extended to our neighbours. All the proverbs, too, agree with this, e.g. 'a single soul', and 'what friends have is common property', and 'friendship is equality', and 'charity begins at home'; for all these marks will be found most in a man's relation to himself; he is his own best friend and therefore ought to love himself best. It is therefore a reasonable question, which of the two views we should follow; for both are plausible.","But the facts clash with these arguments, and this is not surprising. For people say that one ought to love one's best friend most, and a person's best friend is the one who wishes well to the object of his care for that person's own sake, even if no one will ever know of it. These qualities are found most of all in a person's attitude toward himself -- as are all the other qualities by which a friend is defined. For, as we have said, it is from one's relationship with oneself that all the characteristics of friendship extend to others.

All the proverbs agree with this too: ""a single soul,"" ""what friends have is common property,"" ""friendship is equality,"" and ""charity begins at home."" All these marks are found most fully in a person's relation to himself: he is his own best friend and therefore ought to love himself most.

It is, then, a reasonable question which of the two views we should follow, for both are plausible.","Yet the facts contradict the common reproach of self-love. One's best friend is defined as whoever wishes one well for one's own sake, even anonymously -- and these qualities are found most fully in one's relation to oneself. All proverbs confirm this: 'a single soul,' 'friends share everything,' 'friendship is equality,' 'charity begins at home.' A person is his own best friend. Both views -- that self-love is shameful and that it is natural -- are plausible, creating a genuine puzzle.","Despite the common reproach of self-love, the defining qualities of friendship -- wishing someone well for their own sake, sharing everything, being of one soul -- are found most fully in one's relationship with oneself. Proverbs confirm that a person is his own best friend. Both the case for and against self-love are plausible.","By every definition of friendship, a person is his own best friend -- yet self-love is commonly condemned, creating a paradox that demands resolution.","The proverbs cited are well-attested in Greek literature: 'a single soul' (mia psychē) appears in various forms; 'friends share everything' (koina ta philōn) is attributed to Pythagoras by Diogenes Laertius; 'charity begins at home' translates a Greek proverb about the knee being closer than the shin (Theocritus). -- The dialectical method here -- setting up opposing plausible views and then resolving them -- is characteristic of Aristotle's procedure throughout the Ethics (cf. Book VII.1 on akrasia). -- The argument that friendship's criteria point back to self-relation picks up from IX.4 (9.13-9.15)."
"9.27","9.8","27","Perhaps we ought to mark off such arguments from each other and determine how far and in what respects each view is right. Now if we grasp the sense in which each school uses the phrase 'lover of self', the truth may become evident. Those who use the term as one of reproach ascribe self-love to people who assign to themselves the greater share of wealth, honours, and bodily pleasures; for these are what most people desire, and busy themselves about as though they were the best of all things, which is the reason, too, why they become objects of competition. So those who are grasping with regard to these things gratify their appetites and in general their feelings and the irrational element of the soul; and most men are of this nature (which is the reason why the epithet has come to be used as it is-it takes its meaning from the prevailing type of self-love, which is a bad one); it is just, therefore, that men who are lovers of self in this way are reproached for being so. That it is those who give themselves the preference in regard to objects of this sort that most people usually call lovers of self is plain; for if a man were always anxious that he himself, above all things, should act justly, temperately, or in accordance with any other of the virtues, and in general were always to try to secure for himself the honourable course, no one will call such a man a lover of self or blame him.","Perhaps we should distinguish these arguments from each other and determine how far and in what respects each view is correct. If we grasp the sense in which each side uses the phrase ""lover of self,"" the truth may become clear.

Those who use the term as a reproach apply it to people who assign to themselves the greater share of wealth, honors, and bodily pleasures. These are what most people desire and compete for, treating them as though they were the highest goods. So those who are grasping with regard to these things gratify their appetites and, in general, the irrational element of their soul. Since most people are of this nature, the term ""self-lover"" has acquired its negative meaning from this prevailing type of self-love, which is indeed a bad one. It is just, therefore, that people who love themselves in this way are reproached.

That most people ordinarily use ""self-lover"" for those who give themselves the advantage in such matters is clear enough. For if someone were always anxious above all to act justly, temperately, or in accordance with any other virtue -- if he were always striving to secure for himself the honorable course -- no one would call such a person a ""self-lover"" or blame him for it.","The resolution lies in distinguishing two senses of 'self-lover.' Those rightly reproached as self-lovers are people who grab the largest share of wealth, honors, and bodily pleasures -- gratifying appetite and the irrational soul. Most people are like this, which is why the term has become pejorative.

But if someone strove above all to act justly and virtuously -- always securing for himself the honorable course -- no one would call him a 'self-lover' or blame him. The term condemns one kind of self-love while another kind goes unnamed and unblameable.","The apparent contradiction about self-love dissolves once we distinguish two kinds. The commonly reproached 'self-lover' is someone who grabs the largest share of wealth, honor, and pleasure -- gratifying the irrational soul. But someone who strives above all to act virtuously and honorably would never be called a self-lover, even though he too assigns himself the best things.","The reproach of self-love applies only to those who serve their appetites -- no one blames a person who 'selfishly' pursues virtue and nobility above all else.","This is the crucial argumentative turn of IX.8, where Aristotle resolves the paradox by distinguishing between two types of self-love. -- The distinction between rational and irrational elements of the soul draws on the soul's division established in Book I.13. -- The 'objects of competition' (wealth, honors, bodily pleasures) correspond to the goods pursued by the three inferior lives discussed in Book I.5. -- This argument has been deeply influential on subsequent ethical thought, informing debates about whether true self-interest and morality can coincide."
"9.28","9.8","28","But such a man would seem more than the other a lover of self; at all events he assigns to himself the things that are noblest and best, and gratifies the most authoritative element in and in all things obeys this; and just as a city or any other systematic whole is most properly identified with the most authoritative element in it, so is a man; and therefore the man who loves this and gratifies it is most of all a lover of self. Besides, a man is said to have or not to have self-control according as his reason has or has not the control, on the assumption that this is the man himself; and the things men have done on a rational principle are thought most properly their own acts and voluntary acts. That this is the man himself, then, or is so more than anything else, is plain, and also that the good man loves most this part of him. Whence it follows that he is most truly a lover of self, of another type than that which is a matter of reproach, and as different from that as living according to a rational principle is from living as passion dictates, and desiring what is noble from desiring what seems advantageous. Those, then, who busy themselves in an exceptional degree with noble actions all men approve and praise; and if all were to strive towards what is noble and strain every nerve to do the noblest deeds, everything would be as it should be for the common weal, and every one would secure for himself the goods that are greatest, since virtue is the greatest of goods.","But such a person would actually seem to be a lover of self in a deeper sense. At any rate, he assigns to himself the things that are noblest and best, and he gratifies the most authoritative element in himself, obeying it in all things. Just as a city or any other organized whole is most properly identified with its most authoritative element, so too is a person. Therefore the person who loves this authoritative element and gratifies it is most of all a lover of self.

Moreover, a person is said to have or lack self-control depending on whether his reason is or is not in command -- on the assumption that reason is the person's true self. And the things people have done on a rational principle are considered most properly their own acts and voluntary acts. That this rational element is the person himself -- or is so more than anything else -- is clear. And it is clear too that the good person loves this element most.

Therefore the good person is most truly a lover of self -- but of a different type from the one that is a matter of reproach, as different as living according to reason is from living as passion dictates, and as different as desiring what is noble is from desiring what merely seems advantageous.

Those who devote themselves exceptionally to noble actions win universal approval and praise. And if everyone were to strive toward what is noble and strain every nerve to do the noblest deeds, everything would be as it should for the common good, and every individual would secure for himself the greatest of goods -- since virtue is the greatest of goods.","The person who pursues nobility and gratifies his reason -- the most authoritative element in him -- is the truest self-lover. Just as a city is identified with its governing element, a person is most properly identified with his rational nature. Self-control means reason is in command, and rational acts are most truly our own.

This noble self-love differs from the vulgar kind as reason differs from passion, and as desiring what is noble differs from chasing apparent advantage. If everyone competed in nobility rather than material goods, both the common good and individual good would be perfectly served -- since virtue is the greatest good.","The good person is the truest self-lover because he gratifies reason, his most authoritative and essential element. This noble self-love is as different from vulgar self-love as reason is from passion. If everyone competed in virtue rather than material goods, both individual and common good would flourish, since virtue is the greatest good.","True self-love means gratifying reason -- your deepest self -- and if everyone competed to be most virtuous rather than most wealthy, both personal and common good would be perfectly served.","The identification of the self with reason (nous) is developed further in Book X.7 (1177b-1178a), where Aristotle argues that contemplative activity is the most complete happiness because it exercises the most divine element in us. -- The political analogy (the self is to reason as the city is to its governing element) connects to Politics III.6 on constitutions. -- The claim that universal pursuit of virtue would optimize the common good represents Aristotle's version of the harmony between individual and social good -- a question that dominates modern political philosophy from Hobbes to Rawls. -- The distinction between 'what is noble' (to kalon) and 'what seems advantageous' (to dokoun sympherein) is fundamental to Aristotle's ethical framework."
"9.29","9.8","29","Therefore the good man should be a lover of self (for he will both himself profit by doing noble acts, and will benefit his fellows), but the wicked man should not; for he will hurt both himself and his neighbours, following as he does evil passions. For the wicked man, what he does clashes with what he ought to do, but what the good man ought to do he does; for reason in each of its possessors chooses what is best for itself, and the good man obeys his reason. It is true of the good man too that he does many acts for the sake of his friends and his country, and if necessary dies for them; for he will throw away both wealth and honours and in general the goods that are objects of competition, gaining for himself nobility; since he would prefer a short period of intense pleasure to a long one of mild enjoyment, a twelvemonth of noble life to many years of humdrum existence, and one great and noble action to many trivial ones. Now those who die for others doubtless attain this result; it is therefore a great prize that they choose for themselves. They will throw away wealth too on condition that their friends will gain more; for while a man's friend gains wealth he himself achieves nobility; he is therefore assigning the greater good to himself. The same too is true of honour and office; all these things he will sacrifice to his friend; for this is noble and laudable for himself. Rightly then is he thought to be good, since he chooses nobility before all else. But he may even give up actions to his friend; it may be nobler to become the cause of his friend's acting than to act himself. In all the actions, therefore, that men are praised for, the good man is seen to assign to himself the greater share in what is noble. In this sense, then, as has been said, a man should be a lover of self; but in the sense in which most men are so, he ought not.","Therefore the good person should be a lover of self -- for he will both profit himself by doing noble acts and benefit his fellows. But the wicked person should not be a lover of self, for he will harm both himself and his neighbors by following evil passions. For the wicked person, what he does clashes with what he ought to do; but what the good person ought to do, he does, since reason in each of its possessors chooses what is best for itself, and the good person obeys his reason.

It is also true that the good person does many things for the sake of his friends and his country, and if necessary dies for them. He will throw away wealth, honors, and all the goods that people compete for, gaining for himself nobility. For he would prefer a short period of intense pleasure to a long one of mild enjoyment, a year of noble life to many years of humdrum existence, and one great and noble action to many trivial ones.

This is perhaps what happens with those who die for others: they choose a great prize for themselves. They will give away wealth too, on the condition that their friends will gain more; for while the friend gains money, the good person gains nobility -- and so he assigns the greater good to himself.

The same is true of honors and public offices -- he will sacrifice all of these to his friend, for this is noble and praiseworthy for himself. Rightly, then, is he considered good, since he chooses nobility above all else. He may even yield opportunities for action to his friend, for it may be nobler to be the cause of his friend's acting than to act himself.

In all the actions for which people are praised, then, the good person is seen to assign to himself the greater share of what is noble. In this sense, as we have said, a person should be a lover of self; but in the sense in which most people are lovers of self, he should not be.","The good person should be a self-lover: he benefits himself through noble acts while also benefiting others. The wicked should not, since their passions harm themselves and others alike.

The good person will sacrifice wealth, honors, and even life for friends and country -- choosing a short, noble life over a long, mediocre one, and one great action over many trivial ones. Those who die for others choose the greater prize: nobility. By giving away wealth so friends gain materially while he gains nobility, he assigns himself the greater good.

He may even yield opportunities for action, since being the cause of a friend's noble deed can be nobler than acting oneself. In all praiseworthy actions, the good person claims the larger share of what is noble. One should be a self-lover in this sense -- but not in the vulgar sense.","The good person should love himself because through noble acts he benefits both himself and others. He willingly sacrifices wealth, honor, and even life because he prefers nobility to material goods -- choosing a short but glorious life over a long but mediocre one. By giving away material goods while claiming nobility, he actually assigns himself the greater good. True self-love means claiming the greater share of what is noble, not what is materially advantageous.","True self-love means choosing nobility over comfort -- even sacrificing life itself -- because the person who claims the greater share of what is noble assigns himself the genuinely greater good.","This is the culmination of IX.8's argument, one of the most celebrated passages in the Ethics. -- The claim that dying for others is a form of self-love (choosing 'a great prize') is paradoxical and profound, reframing sacrifice as the ultimate expression of rational self-interest. -- The preference for 'a short period of intense pleasure to a long one of mild enjoyment' connects to debates about the temporal structure of happiness (cf. Book I.10 on Solon's 'count no man happy until dead'). -- The idea that being the cause of a friend's action can be nobler than acting oneself shows Aristotle's nuanced understanding of moral agency. -- This passage has influenced Christian ethics (kenosis, self-emptying love), Nietzsche's critique of altruism, and contemporary virtue ethics."
"9.30","9.9","30","It is also disputed whether the happy man will need friends or not. It is said that those who are supremely happy and self-sufficient have no need of friends; for they have the things that are good, and therefore being self-sufficient they need nothing further, while a friend, being another self, furnishes what a man cannot provide by his own effort; whence the saying 'when fortune is kind, what need of friends?' But it seems strange, when one assigns all good things to the happy man, not to assign friends, who are thought the greatest of external goods. And if it is more characteristic of a friend to do well by another than to be well done by, and to confer benefits is characteristic of the good man and of virtue, and it is nobler to do well by friends than by strangers, the good man will need people to do well by. This is why the question is asked whether we need friends more in prosperity or in adversity, on the assumption that not only does a man in adversity need people to confer benefits on him, but also those who are prospering need people to do well by. Surely it is strange, too, to make the supremely happy man a solitary; for no one would choose the whole world on condition of being alone, since man is a political creature and one whose nature is to live with others. Therefore even the happy man lives with others; for he has the things that are by nature good. And plainly it is better to spend his days with friends and good men than with strangers or any chance persons. Therefore the happy man needs friends.","It is also debated whether the happy person will need friends or not. It is said that those who are supremely happy and self-sufficient have no need of friends, since they already possess what is good. Being self-sufficient, they need nothing further -- while a friend, being another self, furnishes what a person cannot provide through his own effort. Hence the saying: ""When fortune is kind, what need of friends?""

But it seems strange, when we assign all good things to the happy person, not to assign him friends, who are thought to be the greatest of external goods. And if it is more characteristic of a friend to do well by others than to be well treated, and if conferring benefits is characteristic of the good person and of virtue, and if it is nobler to do well by friends than by strangers, then the good person will need people to do well by.

This is why the question is raised whether we need friends more in prosperity or in adversity -- on the assumption that both the person in misfortune who needs help and the prosperous person who needs people to benefit require friends.

Surely it is strange, too, to make the supremely happy person a solitary. For no one would choose to possess the whole world on the condition of being alone, since a human being is a political creature whose nature is to live with others. Therefore even the happy person lives with others, for he possesses the things that are by nature good. And plainly it is better to spend one's days with friends and good people than with strangers or random persons. Therefore the happy person needs friends.","Some argue that the supremely happy and self-sufficient need no friends. But it is strange to assign someone all good things while withholding friends -- the greatest external good. If virtue means conferring benefits and it is nobler to benefit friends than strangers, the good person needs friends to benefit.

Making the happy person a solitary is absurd: no one would choose to possess everything in isolation, since humans are by nature political and social. The happy person needs good friends to live with, since it is better to spend one's days with friends than with strangers.","Against the view that the self-sufficient need no friends, Aristotle argues that friends are the greatest external good and essential to happiness. The good person needs friends to benefit, and since humans are inherently social, no one would choose total prosperity in isolation. The happy person needs virtuous friends.","No one would choose to possess everything in isolation -- the happy person needs friends because humans are social by nature and because virtue itself requires others to benefit.","This passage opens IX.9, which provides Aristotle's most sustained argument for why the happy person needs friends. -- 'When fortune is kind, what need of friends?' is attributed to Euripides (Orestes, line 665 in some editions). -- 'A human being is a political creature' (politikon zōon) echoes the famous statement in Politics I.2 (1253a2-3). -- The tension between self-sufficiency (autarkeia) and the need for friends is one of the central puzzles of the Ethics; self-sufficiency was defined in Book I.7 as 'that which makes life desirable and lacking in nothing.' -- The Epicureans later argued that friendship is essential to happiness despite their emphasis on individual pleasure, partly drawing on this Aristotelian argument."
"9.31","9.9","31","What then is it that the first school means, and in what respect is it right? Is it that most identify friends with useful people? Of such friends indeed the supremely happy man will have no need, since he already has the things that are good; nor will he need those whom one makes one's friends because of their pleasantness, or he will need them only to a small extent (for his life, being pleasant, has no need of adventitious pleasure); and because he does not need such friends he is thought not to need friends.","What then does the first school mean, and in what respect is it right? Is it perhaps that most people identify friends with useful people? The supremely happy person will indeed have no need of such friends, since he already possesses what is good. Nor will he need friends sought for the sake of pleasure, or only to a very small extent -- for his life is already pleasant and has no need of externally supplied pleasure. And because he does not need friends of these kinds, he is thought not to need friends at all.","The claim that the happy person needs no friends is only correct if 'friends' means friends of utility or pleasure. The supremely happy person already has good things and a pleasant life, so he needs neither useful nor amusing companions. But this limited conception of friendship does not exhaust what friendship truly is.","The argument that the happy person needs no friends is only valid if friendship means friends for utility or pleasure. The supremely happy person already has these things. But this overlooks character-based friendship, which serves a deeper need.","The happy person needs no friends of utility or pleasure, but this does not mean he needs no friends at all -- it means the objection misunderstands what true friendship is.","This passage dissolves the apparent contradiction by applying the three-fold typology of friendship from Book VIII.3. -- The move is characteristic of Aristotle's dialectical method: showing that an apparently strong objection rests on an equivocation."
"9.32","9.9","32","But that is surely not true. For we have said at the outset that happiness is an activity; and activity plainly comes into being and is not present at the start like a piece of property. If (1) happiness lies in living and being active, and the good man's activity is virtuous and pleasant in itself, as we have said at the outset, and (2) a thing's being one's own is one of the attributes that make it pleasant, and (3) we can contemplate our neighbours better than ourselves and their actions better than our own, and if the actions of virtuous men who are their friends are pleasant to good men (since these have both the attributes that are naturally pleasant),-if this be so, the supremely happy man will need friends of this sort, since his purpose is to contemplate worthy actions and actions that are his own, and the actions of a good man who is his friend have both these qualities.","But that conclusion is surely not true. For we said at the outset that happiness is an activity, and activity is something that comes into being and is not simply present from the start like a piece of property.

If happiness lies in living and being active, and the good person's activity is virtuous and pleasant in itself, as we said at the outset; and if something's being one's own is one of the things that makes it pleasant; and if we can observe our neighbors better than ourselves and their actions better than our own; and if the actions of virtuous people who are friends are pleasant to good people, since these actions have both naturally pleasant qualities -- being both virtuous and one's own, in a sense -- then the supremely happy person will need friends of this sort. For his purpose is to contemplate worthy actions and actions that are his own, and the actions of a good person who is his friend have both these qualities.","Happiness is an activity, not a possession, so the happy person needs ongoing virtuous activity. Since we observe others better than ourselves, and the actions of virtuous friends are both inherently pleasant and in a sense our own, the happy person needs good friends. Through them he contemplates worthy actions that belong to him -- fulfilling happiness's requirement for sustained virtuous activity.","Since happiness is an ongoing activity rather than a static possession, the happy person needs virtuous friends. We observe others better than ourselves, and the actions of virtuous friends are both intrinsically pleasant and, in a sense, our own. Through such friends, we can contemplate worthy actions -- which is essential to happiness.","Happiness is an activity, not a possession -- and since we see our friends' virtuous actions more clearly than our own, good friends are essential for contemplating the worthy actions that constitute a happy life.","The argument that happiness is an activity (energeia) rather than a state (hexis) or possession (ktēsis) is established in Book I.7-8 and is one of Aristotle's most important ethical claims. -- The observation that we can observe others better than ourselves has interesting connections to modern psychology on self-knowledge and bias. -- The idea that a friend's actions are 'one's own in a sense' follows from the 'another self' doctrine (IX.4). -- This passage combines metaphysics (actuality/potentiality), epistemology (self-knowledge), and ethics in a remarkably compressed argument."
"9.33","9.9","33","Further, men think that the happy man ought to live pleasantly. Now if he were a solitary, life would be hard for him; for by oneself it is not easy to be continuously active; but with others and towards others it is easier. With others therefore his activity will be more continuous, and it is in itself pleasant, as it ought to be for the man who is supremely happy; for a good man qua good delights in virtuous actions and is vexed at vicious ones, as a musical man enjoys beautiful tunes but is pained at bad ones. A certain training in virtue arises also from the company of the good, as Theognis has said before us.","Furthermore, people think that the happy person ought to live pleasantly. Now if he were a solitary, life would be difficult for him, since it is not easy to be continuously active by oneself; but with others and in relation to others, it is easier. With others, therefore, his activity will be more continuous -- which is itself pleasant, as it ought to be for the supremely happy person.

For the good person, insofar as he is good, delights in virtuous actions and is troubled by vicious ones, just as a musical person enjoys beautiful melodies but is pained by bad ones. Moreover, a certain training in virtue comes from keeping the company of good people, as Theognis said before us.","The happy person needs others for sustained activity, since continuous virtuous action is difficult in isolation but easier in company. A good person naturally delights in virtue and is pained by vice, like a musician who enjoys fine melodies and is distressed by poor ones. The company of good people also provides training in virtue, as Theognis observed.","Solitary life makes sustained virtuous activity difficult. With friends, the happy person can maintain continuous activity, which is itself pleasant. Good people naturally enjoy virtuous actions, and the company of other good people provides ongoing training in virtue.","Sustained virtuous activity -- the core of happiness -- is difficult in isolation but natural in the company of good friends, who both delight and train us in virtue.","Theognis of Megara (6th century BC): elegiac poet whose verses on aristocratic virtue and the company one keeps were widely quoted in Greek education. The relevant passage is likely Theognis 35-36: 'From noble men you will learn noble things; if you mingle with the base, you will lose even the wits you have.' -- The musician analogy is typical of Aristotle's use of craft analogies throughout the Ethics. -- The argument that continuous activity requires company connects to the social nature of human beings (politikon zōon) stressed in the Politics."
"9.34","9.9","34","If we look deeper into the nature of things, a virtuous friend seems to be naturally desirable for a virtuous man. For that which is good by nature, we have said, is for the virtuous man good and pleasant in itself. Now life is defined in the case of animals by the power of perception in that of man by the power of perception or thought; and a power is defined by reference to the corresponding activity, which is the essential thing; therefore life seems to be essentially the act of perceiving or thinking. And life is among the things that are good and pleasant in themselves, since it is determinate and the determinate is of the nature of the good; and that which is good by nature is also good for the virtuous man (which is the reason why life seems pleasant to all men); but we must not apply this to a wicked and corrupt life nor to a life spent in pain; for such a life is indeterminate, as are its attributes. The nature of pain will become plainer in what follows.","If we look more deeply into the nature of things, a virtuous friend seems to be naturally desirable for a virtuous person. For what is good by nature, we have said, is good and pleasant in itself for the virtuous person.

Now life is defined for animals by the power of perception, and for human beings by the power of perception or thought. A power is defined by reference to its corresponding activity, which is the essential thing. Therefore life seems to consist essentially in the act of perceiving or thinking.

Life is among the things that are good and pleasant in themselves, since it is determinate, and the determinate belongs to the nature of the good. What is good by nature is also good for the virtuous person, which is why life seems pleasant to everyone. But we must not apply this to a wicked or corrupt life, nor to a life spent in pain, for such a life is indeterminate, as are its qualities. The nature of pain will become clearer in what follows.","A virtuous friend is naturally desirable for a virtuous person because what is good by nature is good and pleasant for the virtuous. Life itself -- defined essentially as the activity of perception or thought -- is among things good and pleasant in themselves, since it possesses determinacy, which belongs to the nature of the good. Life is good for the virtuous, though not a wicked or painful life, which lacks this determinacy.","Aristotle argues that a virtuous friend is naturally desirable by building from first principles: life consists essentially in perception and thought, and is inherently good and pleasant because it is determinate. Since what is naturally good is good for the virtuous person, life is pleasant to the virtuous -- though not a wicked or pain-filled life, which lacks determinacy.","Life itself -- the activity of perceiving and thinking -- is inherently good and pleasant for the virtuous, because determinacy belongs to the nature of the good.","This passage begins the most metaphysically dense argument in IX.9, building toward the conclusion that friends are essential to happiness. -- The identification of life with the activity (energeia) of perception or thought connects to De Anima II.1-2, where Aristotle defines the soul as the first actuality of a natural body that has life potentially. -- The principle that the determinate (horismenon) is good while the indeterminate (aoriston) is bad echoes Pythagorean and Platonic metaphysics (cf. Plato's Philebus on limit and the unlimited). -- 'The nature of pain will become plainer in what follows' refers to the discussion of pleasure and pain in Book X.1-5."
"9.35","9.9","35","But if life itself is good and pleasant (which it seems to be, from the very fact that all men desire it, and particularly those who are good and supremely happy; for to such men life is most desirable, and their existence is the most supremely happy) and if he who sees perceives that he sees, and he who hears, that he hears, and he who walks, that he walks, and in the case of all other activities similarly there is something which perceives that we are active, so that if we perceive, we perceive that we perceive, and if we think, that we think; and if to perceive that we perceive or think is to perceive that we exist (for existence was defined as perceiving or thinking); and if perceiving that one lives is in itself one of the things that are pleasant (for life is by nature good, and to perceive what is good present in oneself is pleasant); and if life is desirable, and particularly so for good men, because to them existence is good and pleasant for they are pleased at the consciousness of the presence in them of what is in itself good); and if as the virtuous man is to himself, he is to his friend also (for his friend is another self):-if all this be true, as his own being is desirable for each man, so, or almost so, is that of his friend.","But if life itself is good and pleasant -- which it seems to be, from the very fact that all people desire it, and especially those who are good and supremely happy, for whom life is most desirable and whose existence is the most supremely happy --

And if the person who sees perceives that he sees, and the person who hears perceives that he hears, and the person who walks perceives that he walks, and similarly for all other activities there is something that perceives that we are active, so that if we perceive, we perceive that we perceive, and if we think, we perceive that we think --

And if to perceive that we perceive or think is to perceive that we exist, since existence was defined as perceiving or thinking --

And if perceiving that one is alive is in itself one of the things that are pleasant, since life is by nature good and to perceive what is good present in oneself is pleasant --

And if life is desirable, and particularly so for good people, because to them existence is good and pleasant, since they are pleased by the consciousness of the presence in them of what is in itself good --

And if, as the virtuous person is to himself, so he is to his friend also, for his friend is another self --

Then, if all this is true, just as each person's own existence is desirable for him, so too, or nearly so, is the existence of his friend.","Life is good and pleasant, especially for the virtuous. We are conscious not only of our activities but of our consciousness itself: perceiving that we perceive, thinking that we think. This self-awareness is awareness of our own existence, since to exist is to perceive and think. Consciousness of one's own goodness is inherently pleasant.

Since the virtuous person relates to his friend as to himself -- the friend being another self -- the friend's existence is desirable in the same way as one's own.","Aristotle constructs a chain of reasoning: life is good and pleasant; we are aware of our own perceiving and thinking, which is awareness of our existence; this self-awareness is pleasant for the virtuous because they perceive the presence of genuine good in themselves. Since a friend is another self, the friend's existence is as desirable as one's own.","Since we find our own conscious existence desirable -- because self-awareness reveals the good within us -- and a friend is another self, our friend's existence is as desirable as our own.","This passage contains one of the earliest philosophical analyses of self-consciousness (synaisthesis -- perceiving that one perceives). It anticipates Descartes' cogito by nearly two millennia, though the purpose is ethical rather than epistemological. -- The chain argument structure (protasis after protasis building to a single conclusion) is characteristic of Aristotle's formal demonstrations. -- The 'another self' (allos autos) doctrine reaches its fullest expression here, grounding the need for friends in the metaphysics of consciousness and existence. -- Modern phenomenologists (Husserl, Merleau-Ponty) have drawn on this passage in their analyses of intersubjectivity."
