"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Distilled","Notes"
"10.14","10","248","When he entered the ancestral temple of the State, he asked about everything.","When he entered the state's ancestral temple, he asked about everything.","In the ancestral temple, he asked about everything — again.","Asking is a form of reverence that should be practiced every time, not just the first time.","Repetition of 3.15, reinforcing the principle: ru tai miao, mei shi wen — entering the grand temple, asking about everything. The fact that this is repeated in Book 10 (daily conduct) shows it was a consistent practice, not a one-time event. Connects to FUALL: genuine inquiry is a permanent disposition, not a phase."
"10.15","10","249","When any of his friends died, if he had no relations who could be depended on for the necessary offices, he would say, 'I will bury him.'
When a friend sent him a present, though it might be a carriage and horses, he did not bow.
The only present for which he bowed was that of the flesh of sacrifice.","When a friend died who had no family to handle the burial, Confucius would say, ""I will take care of the funeral.""
When a friend sent a gift — even a carriage and horses — he would not bow.
The only gift for which he bowed was sacrificial meat.","For a friendless dead, he said: I will bury him. For a gift of horses, he did not bow. For sacrificial meat alone, he bowed.","The highest respect is reserved for what is sacred, not for what is expensive — and the deepest kindness is offered where no one else will provide it.","Three vignettes: (1) taking responsibility for a friend's burial when no family is available — the ultimate act of friendship; (2) not bowing for expensive gifts — material wealth does not command deference; (3) bowing for sacrificial meat — sacred offerings outrank material gifts. Connects to FUALL: the hierarchy of value — the sacred above the material, human obligation above convenience."
"10.16","10","250","In bed, he did not lie like a corpse. At home, he did not put on any formal deportment.
When he saw any one in a mourning dress, though it might be an acquaintance, he would change countenance; when he saw any one wearing the cap of full dress, or a blind person, though he might be in his undress, he would salute them in a ceremonious manner.
To any person in mourning he bowed forward to the crossbar of his carriage; he bowed in the same way to any one bearing the tables of population.
When he was at an entertainment where there was an abundance of provisions set before him, he would change countenance and rise up.
On a sudden clap of thunder, or a violent wind, he would change countenance.","In bed, he did not lie rigidly. At home, he did not maintain formal deportment.
When he saw someone in mourning — even a casual acquaintance — he would change his expression. Seeing someone in ceremonial dress or a blind person, even informally, he would show proper respect.
To anyone in mourning or carrying census records, he bowed to the crossbar of his carriage.
At a feast with abundant provisions, his expression would change and he would rise.
At a sudden clap of thunder or violent wind, his expression would change.","In bed: relaxed. At home: informal. But at the sight of mourning, ceremony, blindness, thunder — his expression changed instantly. Respect and reverence were reflexive.","True propriety operates reflexively — responding to grief, ceremony, vulnerability, and natural power with immediate, unstudied changes of demeanor.","Book 10's portrait of Confucius in daily life. The changes of expression (bian se) are involuntary — they show Li internalized to the level of reflex. The triggers: mourning (human grief), ceremony (social authority), blindness (vulnerability), abundant food (gratitude), thunder/wind (cosmic power). Each produces an appropriate emotional shift. Connects to FUALL: virtue is not a decision made each time but a trained disposition that responds automatically to the morally relevant features of each situation."
"10.17","10","251","When he was about to mount his carriage, he would stand straight, holding the cord.
When he was in the carriage, he did not turn his head quite round, he did not talk hastily, he did not point with his hands.","When about to mount his carriage, he would stand straight and hold the mounting cord.
In the carriage, he did not turn his head fully around, did not speak hastily, and did not point with his hands.","Stand straight before mounting. In the carriage: no craning, no hasty speech, no pointing. Composure, even in transit.","Dignity and self-control should be maintained even during routine travel — the cultivated person is never off-duty.","Li in transit. Bu nei gu (did not look behind), bu ji yan (did not speak hastily), bu qin zhi (did not point). Every setting has its proper deportment. The principle: there is no moment when propriety does not apply. Connects to FUALL: moral conduct is not situation-dependent — it is constant."
"10.18","10","252","Seeing the countenance, it instantly rises. It flies round, and by and by settles.
The Master said, 'There is the hen-pheasant on the hill bridge. At its season! At its season!' Tsze-lu made a motion to it. Thrice it smelt him and then rose.","A hen-pheasant was startled, flew up, circled, and settled again.
The Master said, ""Look at that pheasant on the hill bridge — how perfectly timed! How perfectly timed!"" Zilu made a gesture toward it. The pheasant looked at him three times and flew away.","A pheasant rose, circled, and settled. 'How timely,' said the Master. Zilu reached for it. The bird looked at him three times — and flew.","Natural things act with perfect timing and cannot be captured by grasping — wisdom, like the pheasant, must be approached with patience, not seized by force.","The closing passage of Book 10 — enigmatic and often debated. The pheasant as metaphor: it acts in its own season (shi zai), cannot be captured through clumsy approach, and departs when it senses aggression. The Master admires its natural timing; Zilu tries to grab it and fails. Connects to FUALL: wisdom, like the pheasant, must be patiently received, not forcefully seized. The Way operates in its own time."
"","11","","<b>Book 11: Hsien Tsin (The Forerunners)</b>","","","",""
"11.1","11","253","The Master said, 'The men of former times, in the matters of ceremonies and music were rustics, it is said, while the men of these latter times, in ceremonies and music, are accomplished gentlemen.
'If I have occasion to use those things, I follow the men of former times.'","The Master said, 'In the old days, people who practiced ritual and music were considered rough and unpolished. Today, those who practice them are called refined gentlemen. If I had to choose, I would follow the old ways.'","The ancients brought sincerity to ceremony; the moderns bring polish. Confucius chose sincerity.","Authenticity in practice matters more than sophistication in performance.","Li (禮, ritual propriety) and Yue (樂, music) — the twin pillars of Confucian cultural education. Confucius consistently valued substance over surface. Connects to FUALL erosion pattern: as institutions age, form replaces function."
"11.2","11","254","The Master said, 'Of those who were with me in Ch'an and Ts'ai, there are none to be found to enter my door.'
Distinguished for their virtuous principles and practice, there were Yen Yuan, Min Tsze-ch'ien, Zan Po-niu, and Chung-kung; for their ability in speech, Tsai Wo and Tsze-kung; for their adminis- trative talents, Zan Yu and Chi Lu; for their literary acquirements, Tsze-yu and Tsze-hsia.","The Master said, 'None of the disciples who were with me in the hardships of Ch'en and Ts'ai still come to my door.' He distinguished them by their strengths: Yan Yuan, Min Ziqian, Ran Boniu, and Zhonggong for virtue; Zai Wo and Zigong for eloquence; Ran You and Zilu for administration; Ziyou and Zixia for scholarship.","Confucius named his best students by what they were best at — virtue, speech, governance, learning — and mourned that the ones who had suffered alongside him no longer came.","A teacher's proudest legacy is not what he taught but who endured the hard seasons with him.","Ch'en and Ts'ai — two states where Confucius and his followers were besieged and nearly starved (~489 BCE). The four categories of excellence (virtue, speech, governance, scholarship) map roughly to FUALL's educational institutions: Temple (virtue), Agora (speech), Academy/Guilds (governance), Academy (scholarship). Yan Yuan (Yan Hui) is Confucius's most beloved disciple."
"11.3","11","255","The Master said, 'Hui gives me no assistance. There is nothing that I say in which he does not delight.'","The Master said, 'Hui is no help to me at all. He delights in everything I say.'","The student who agrees with everything teaches the teacher nothing.","A disciple who never challenges you never sharpens you.","Yan Hui (Yan Yuan) — Confucius's favorite student, praised elsewhere for his virtue but here gently noted for his uncritical admiration. This passage anticipates Mill's argument in On Liberty Ch. 2: beliefs untested by opposition become dead dogma. Connects to Reason in the FUALL framework — wisdom requires dialectic, not just transmission."
"11.4","11","256","The Master said, 'Filial indeed is Min Tsze-ch'ien! Other people say nothing of him different from the report of his parents and brothers.'","The Master said, 'Min Ziqian is truly filial. No one can find any gap between what his parents and brothers say of him and what others observe.'","True filial piety leaves no gap between the family's report and the world's witness.","When private character matches public reputation, virtue is genuine.","Min Ziqian (Min Sun) — one of Confucius's top disciples for virtue. Xiao (孝, filial piety) — foundational Confucian virtue. The passage emphasizes consistency between private and public character, a key test of the Junzi (君子)."
"11.5","11","257","Nan Yung was frequently repeating the lines about a white scepter stone. Confucius gave him the daughter of his elder brother to wife.","Nan Rong kept reciting the poem about the white jade scepter — how a flaw in jade can be polished away, but a flaw in speech cannot. Confucius gave him his niece in marriage.","He who meditates on the irreversibility of careless words earns the sage's trust.","A man who guards his speech reveals his character.","The poem referenced is from the Book of Odes (Shijing), Ode 256 (Bai Gui). Nan Rong (Nan-kung Kuo) — a disciple noted for caution. Confucius's decision to marry his niece to this man shows he valued careful speech (Xin, 信) as a marker of trustworthy character."
"11.6","11","258","Chi K'ang asked which of the disciples loved to learn. Confucius replied to him, 'There was Yen Hui; he loved to learn. Unfortunately his appointed time was short, and he died. Now there is no one who loves to learn, as he did.'","Chi Kang asked which disciple loved learning. Confucius replied, 'Yan Hui loved learning. But his life was cut short. Now there is no one who truly loves learning as he did.'","The one who truly loved learning died young. Since then, the seat has been empty.","The rarest quality in a student is not talent but a genuine love of learning itself.","Chi K'ang — head of the powerful Ji family in Lu. Yan Hui died around age 32. Confucius gave nearly the same answer to Duke Ai in 6.3. The repetition underscores how singular Yan Hui was. Connects to FUALL's Academy: the institution fails not for lack of students but for lack of students who love learning for its own sake."
"11.7","11","259","When Yen Yuan died, Yen Lu begged the carriage of the Master to sell and get an outer shell for his son's coffin.
The Master said, 'Every one calls his son his son, whether he has talents or has not talents. There was Li; when he died, he had a coffin but no outer shell. I would not walk on foot to get a shell for him, because, having followed in the rear of the great officers, it was not proper that I should walk on foot.'","When Yan Yuan died, his father Yan Lu asked the Master to sell his carriage to pay for an outer coffin. The Master said, 'Talented or not, every father calls his son his son. When my own son Li died, he had an inner coffin but no outer one. I would not go on foot to provide one, because having served among the great officers, it would not be proper for me to walk.'","Confucius refused to sell his carriage for a coffin — not from coldness, but because ritual demanded that a man in his position ride, even in grief.","Grief does not override propriety; the rules exist precisely for the moments when feeling would sweep them away.","Yan Lu — Yan Hui's father, also a disciple of Confucius. Kong Li (Bo Yu) — Confucius's own son, who died before him. Li (禮) governs even mourning: the tension between personal grief and ritual obligation is a core Confucian theme. Confucius models that Li is not cold formalism but the structure that holds society together when emotions run highest."
"11.8","11","260","When Yen Yuan died, the Master said, 'Alas! Heaven is destroying me! Heaven is destroying me!'","When Yan Yuan died, the Master cried out, 'Heaven is destroying me! Heaven is destroying me!'","At the death of his best student, Confucius did not quote the sages. He cried out against Heaven.","Even the sage breaks when the irreplaceable is lost.","Tian (天, Heaven) — in Confucian usage, the moral order of the universe, not a personal deity. Confucius's outcry suggests he saw Yan Hui as essential to the transmission of the Dao. His death was not merely personal loss but civilizational loss — the chain of transmission was broken. Connects to FUALL's erosion pattern: wisdom depends on living carriers."
"11.9","11","261","When Yen Yuan died, the Master bewailed him exceedingly, and the disciples who were with him said, 'Master, your grief is excessive?'
'Is it excessive?' said he.
'If I am not to mourn bitterly for this man, for whom should I mourn?'","When Yan Yuan died, the Master wept bitterly. His disciples said, 'Master, your grief is excessive.' He replied, 'Is it excessive? If I do not mourn bitterly for this man, for whom should I mourn?'","'Is it excessive?' he said. 'If not for this man — then for whom?'","Some losses deserve grief that breaks convention.","The disciples' concern reflects Li (propriety) — mourning has prescribed limits. Confucius's response asserts that some losses genuinely warrant exceeding those limits. This is a rare moment where Ren (仁, humaneness) overrides Li (禮, ritual form) — a hierarchy Confucius affirms elsewhere (3.3)."
"11.10","11","262","When Yen Yuan died, the disciples wished to give him a great funeral, and the Master said, 'You may not do so.'
The disciples did bury him in great style.
The Master said, 'Hui behaved towards me as his father. I have not been able to treat him as my son. The fault is not mine; it belongs to you, O disciples.'","When Yan Yuan died, the disciples wanted to give him an extravagant funeral. The Master said, 'You should not.' They buried him lavishly anyway. The Master said, 'Hui treated me as a father. I was unable to treat him as a son. The fault is not mine — it is yours, my disciples.'","The disciples gave Yan Hui the funeral Confucius forbade. He said: 'Hui treated me as his father. I could not treat him as my son. That failure is yours, not mine.'","Honoring someone against their principles dishonors them.","The irony: the disciples' lavish funeral violated the simplicity Yan Hui lived by. Confucius could not control his own students, mirroring the broader theme that even a great teacher cannot force virtue. Li (禮) demands funerals appropriate to station, not to affection."
"11.11","11","263","Chi Lu asked about serving the spirits of the dead. The Master said, 'While you are not able to serve men, how can you serve their spirits?' Chi Lu added, 'I venture to ask about death?' He was answered, 'While you do not know life, how can you know about death?'","Zilu asked about serving the spirits of the dead. The Master said, 'You cannot even serve the living — how would you serve the dead?' Zilu then asked about death. The Master said, 'You do not yet understand life — how can you understand death?'","'You cannot serve the living — how will you serve the dead? You do not understand life — how will you understand death?'","Master what comes before you before reaching for what lies beyond.","One of the most famous passages in the Analects. Confucius's pragmatic agnosticism: he does not deny spirits or an afterlife but insists on priority — get the human world right first. This is the core of Confucian humanism and directly parallels FUALL's Reality principle: start with what is knowable and immediate. Zilu (Zhong You) — bold, impulsive disciple, often corrected by Confucius."
"11.12","11","264","The disciple Min was standing by his side, looking bland and precise; Tsze-lu, looking bold and soldierly; Zan Yu and Tsze-kung, with a free and straightforward manner. The Master was pleased.
He said, 'Yu, there!-- he will not die a natural death.'","Min Ziqian stood by the Master looking composed and precise. Zilu looked bold and soldierly. Ran You and Zigong had an easy, open manner. The Master was pleased. But of Zilu he said, 'That one — he will not die a natural death.'","Confucius looked at his students with pleasure — the composed one, the bold one, the open ones. Of the bold one he said: 'He will not die a natural death.'","The teacher who knows his students best can see which virtues will save them and which will destroy them.","Zilu (子路) did in fact die violently in 480 BCE, killed during a political coup in Wei, refusing to flee. His death confirmed Confucius's prediction. The passage illustrates Zhi (智, wisdom) as the ability to read character and foresee consequences."
"11.13","11","265","Some parties in Lu were going to take down and rebuild the Long Treasury.
Min Tsze-ch'ien said, 'Suppose it were to be repaired after its old style;-- why must it be altered and made anew?'
The Master said, 'This man seldom speaks; when he does, he is sure to hit the point.'","Officials in Lu proposed tearing down and rebuilding the Long Treasury. Min Ziqian said, 'Why not simply repair it as it was? Why must it be completely rebuilt?' The Master said, 'This man rarely speaks, but when he does, he hits the mark.'","'Why rebuild what can be repaired?' The Master said: 'He seldom speaks — but when he does, he is right.'","The wisest counsel is often the simplest: repair before you replace.","Min Ziqian's conservatism here reflects a core Confucian instinct: do not destroy functioning institutions to build new ones. The Long Treasury (Chang Fu) was a state building in Lu. This maps directly to FUALL's framework: institutional reform should preserve what works rather than razing and rebuilding."
"11.14","11","266","The Master said, 'What has the lute of Yu to do in my door?'
The other disciples began not to respect Tsze-lu. The Master said, 'Yu has ascended to the hall, though he has not yet passed into the inner apartments.'","The Master said, 'What is Zilu's rough lute-playing doing in my school?' The other disciples began to look down on Zilu. The Master corrected them: 'Yu has ascended to the hall, though he has not yet entered the inner room.'","Confucius mocked Zilu's rough music, then rebuked the students who took it too far: 'He has reached the hall — he simply hasn't entered the inner chamber yet.'","Criticizing someone's progress is not permission to dismiss their achievement.","The metaphor of hall (tang) vs. inner chamber (shi) became a standard Chinese idiom for stages of mastery. Confucius models the teacher's dilemma: honest critique can be weaponized by others. Zilu's lute-playing was martial and rough, reflecting his character — competent but unrefined."
"11.15","11","267","Tsze-kung asked which of the two, Shih or Shang, was the superior. The Master said, 'Shih goes beyond the due mean, and Shang does not come up to it.'
'Then,' said Tsze-kung, 'the superiority is with Shih, I suppose.'
The Master said, 'To go beyond is as wrong as to fall short.'","Zigong asked who was better, Shi (Zizhang) or Shang (Zixia). The Master said, 'Shi overshoots the mark; Shang falls short of it.' Zigong said, 'Then Shi is the better?' The Master said, 'To overshoot is as wrong as to fall short.'","'Overshooting is as wrong as falling short.' Excess and deficiency are equally far from the center.","Going too far is no closer to right than not going far enough.","Zhongyong (中庸, the Doctrine of the Mean) — the principle that virtue lies in the center, not the extreme. This passage is one of its clearest expressions. Directly parallels Aristotle's Golden Mean (Nicomachean Ethics II.6). Connects to FUALL Ethics framework: virtue is calibration, not maximization."
"11.16","11","268","The head of the Chi family was richer than the duke of Chau had been, and yet Ch'iu collected his imposts for him, and increased his wealth.
The Master said, 'He is no disciple of mine. My little children, beat the drum and assail him.'","The head of the Ji family was wealthier than the Duke of Zhou had ever been, and yet Ran Qiu collected taxes for him, making him richer still. The Master said, 'He is no disciple of mine. Students, you may beat the drum and attack him.'","When his own disciple helped a rich man grow richer through unjust taxation, Confucius disowned him publicly.","Serving power against justice forfeits your claim to wisdom.","Ran Qiu (Ran You, 冉求) — one of Confucius's administrative disciples who served the powerful Ji family. The Duke of Zhou (周公) — the sage-regent who Confucius idealized. Yi (義, righteousness) demands that ability serve justice, not merely power. Confucius's fury here is rare and striking — one of the few times he publicly denounces a student."
"11.17","11","269","Ch'ai is simple.
Shan is dull.
Shih is specious.
Yu is coarse.","Gao Chai is simple-minded. Zeng Shen is slow. Zizhang is showy. Zilu is coarse.","Four disciples, four flaws: simple, slow, showy, coarse.","A good teacher sees each student's specific limitation, not a generic one.","Gao Chai (Ch'ai), Zeng Shen (Shan/Zengzi), Zizhang (Shih), Zilu (Yu). Each flaw is distinct and requires a different corrective — the passage illustrates Confucius's individualized pedagogy, a core principle of FUALL's Academy: education must be calibrated to the student."
"11.18","11","270","The Master said, 'There is Hui! He has nearly attained to perfect virtue. He is often in want.
'Ts'ze does not acquiesce in the appointments of Heaven, and his goods are increased by him. Yet his judgments are often correct.'","The Master said, 'Hui has nearly reached perfect virtue, yet he is often poor. Zigong does not accept the decrees of Heaven and speculates in goods — but his judgments are often correct.'","Yan Hui was nearly perfect and nearly penniless. Zigong rejected fate, chased profit — and was usually right about the market.","Virtue and worldly success follow different logics; being right about one says nothing about the other.","Ren (仁, perfect virtue/benevolence) vs. material success. Yan Hui embodies the Confucian ideal of virtue independent of fortune. Zigong (端木赐) was famously wealthy — a successful merchant and diplomat. 'Does not acquiesce in the appointments of Heaven' (Ming, 命) — Zigong resists fatalism. The tension between virtue and capability is a recurring FUALL theme."
"11.19","11","271","Tsze-chang asked what were the characteristics of the GOOD man. The Master said, 'He does not tread in the footsteps of others, but moreover, he does not enter the chamber of the sage.'","Zizhang asked about the characteristics of a truly good person. The Master said, 'He does not merely follow in the footsteps of others, but neither does he enter the sage's inner chamber.'","The good man is original but not yet a sage — he walks his own path without reaching the deepest room.","Goodness is independence of character; wisdom is something further still.","Confucius distinguishes between the 'good person' (shan ren, 善人) and the sage (sheng, 聖). The good person has natural moral instinct but lacks the depth that comes from rigorous study and self-cultivation. Connects to FUALL's hierarchy: natural goodness is necessary but not sufficient for wisdom."
"11.20","11","272","The Master said, 'If, because a man's discourse appears solid and sincere, we allow him to be a good man, is he really a superior man? or is his gravity only in appearance?'","The Master said, 'Just because a man's words sound solid and sincere, can we be sure he is a superior person? Perhaps his gravity is only a performance.'","Solid words may mask a hollow character. Gravity can be worn like a costume.","Sounding wise and being wise are different accomplishments.","Junzi (君子, superior person) cannot be identified by speech alone. This echoes 1.3 ('Fine words and an insinuating appearance are seldom associated with true virtue'). Connects to FUALL's Reason: truth requires verification beyond surface presentation."
"11.21","11","273","Tsze-lu asked whether he should immediately carry into practice what he heard. The Master said, 'There are your father and elder brothers to be consulted;-- why should you act on that principle of immediately carrying into practice what you hear?' Zan Yu asked the same, whether he should immediately carry into practice what he heard, and the Master answered, 'Immediately carry into practice what you hear.' Kung-hsi Hwa said, 'Yu asked whether he should carry immediately into practice what he heard, and you said, ""There are your father and elder brothers to be consulted."" Ch'iu asked whether he should immediately carry into practice what he heard, and you said, ""Carry it immediately into practice."" I, Ch'ih, am perplexed, and venture to ask you for an explanation.' The Master said, 'Ch'iu is retiring and slow; therefore, I urged him forward. Yu has more than his own share of energy; therefore I kept him back.'","Zilu asked whether he should immediately act on what he learned. The Master said, 'Your father and elder brothers are still alive to consult — why rush?' Ran You asked the same question, and the Master said, 'Yes, act on it immediately.' When Gongxi Hua pointed out the contradiction, the Master explained: 'Ran You is hesitant and slow, so I push him forward. Zilu has more energy than he needs, so I hold him back.'","To the impulsive student: 'Wait.' To the hesitant student: 'Act now.' The teaching is the same — find the center — but the medicine must fit the patient.","Wisdom gives opposite advice to opposite temperaments, because the destination is the same.","This is the clearest illustration of Confucius's pedagogical method: individualized instruction based on character assessment. Zilu's excess energy (勇) needs restraint; Ran You's timidity needs encouragement. The Zhongyong (Mean) is reached from different directions. Connects to FUALL's Academy: effective education is not one-size-fits-all."
"11.22","11","274","The Master was put in fear in K'wang and Yen Yuan fell behind. The Master, on his rejoining him, said, 'I thought you had died.' Hui replied, 'While you were alive, how should I presume to die?'","The Master was in danger in Kuang, and Yan Yuan fell behind the group. When they reunited, the Master said, 'I thought you had died.' Yan Hui replied, 'While you are alive, how could I presume to die?'","'I thought you were dead.' 'While you live, Master, how could I presume to die?'","The student's devotion: my life has no right to end before yours does.","The Kuang incident (~496 BCE) — Confucius was mistaken for Yang Huo and surrounded by hostile forces. Yan Hui's reply expresses absolute loyalty, but also the Confucian idea that the student's life is bound to the teacher's mission. The transmission of Dao depends on living carriers."
"11.23","11","275","Chi Tsze-zan asked whether Chung Yu and Zan Ch'iu could be called great ministers.
The Master said, 'I thought you would ask about some extraordinary individuals, and you only ask about Yu and Ch'iu!
'What is called a great minister, is one who serves his prince according to what is right, and when he finds he cannot do so, retires.
'Now, as to Yu and Ch'iu, they may be called ordinary ministers.'
Tsze-zan said, 'Then they will always follow their chief;-- will they?'
The Master said, 'In an act of parricide or regicide, they would not follow him.'","Ji Ziran asked whether Zilu and Ran Qiu could be called great ministers. The Master said, 'I expected you to ask about extraordinary men, and you ask about those two? A great minister serves his ruler according to what is right, and resigns when he cannot. Yu and Qiu are merely ordinary ministers.' Ji Ziran asked, 'Then they would always follow orders?' The Master said, 'They would not follow orders to commit parricide or regicide.'","A great minister serves by principle and resigns when principle demands it. An ordinary minister follows orders — up to the point of murder.","The test of a minister is not obedience but the line he will not cross.","Yi (義, righteousness) as the limit on loyalty. Confucius sets a hierarchy: principle above service, but even ordinary ministers have a floor — they will not participate in the ultimate crimes. Ji Ziran — a member of the powerful Ji family. Connects to FUALL's domains of power: the ideational domain (principles) must constrain the social domain (political loyalty)."
"11.24","11","276","Tsze-lu got Tsze-kao appointed governor of Pi.
The Master said, 'You are injuring a man's son.'
Tsze-lu said, 'There are (there) common people and officers; there are the altars of the spirits of the land and grain. Why must one read books before he can be considered to have learned?'
The Master said, 'It is on this account that I hate your glib-tongued people.'","Zilu arranged for his young student Zigao to be appointed governor of Pi. The Master said, 'You are ruining someone else's son.' Zilu protested, 'There are people to govern and altars to tend — why must one read books to be considered educated?' The Master said, 'This is exactly why I hate glib talkers.'","Zilu put an unready student in office and called it learning by doing. Confucius called it ruining a man's son.","Placing the unformed in positions of power is not education — it is negligence.","Pi — a district under the Ji family's control. Zigao (Gao Chai) — described in 11.17 as 'simple-minded.' Zilu's argument ('why must one read books?') is anti-intellectual pragmatism. Confucius's sharp rejection shows he valued preparation before power. Connects to FUALL's Academy: governance requires training before responsibility."
"11.25","11","277","Tsze-lu, Tsang Hsi, Zan Yu, and Kung-hsi Hwa were sitting by the Master.
He said to them, 'Though I am a day or so older than you, do not think of that.
'From day to day you are saying, ""We are not known."" If some ruler were to know you, what would you like to do?'
Tsze-lu hastily and lightly replied, 'Suppose the case of a State of ten thousand chariots; let it be straitened between other large States; let it be suffering from invading armies; and to this let there be added a famine in corn and in all vegetables:-- if I were intrusted with the government of it, in three years' time I could make the people to be bold, and to recognise the rules of righteous conduct.' The Master smiled at him.
Turning to Yen Yu, he said, 'Ch'iu, what are your wishes?' Ch'iu replied, 'Suppose a state of sixty or seventy li square, or one of fifty or sixty, and let me have the government of it;-- in three years' time, I could make plenty to abound among the people. As to teaching them the principles of propriety, and music, I must wait for the rise of a superior man to do that.'
'What are your wishes, Ch'ih,' said the Master next to Kung- hsi Hwa. Ch'ih replied, 'I do not say that my ability extends to these things, but I should wish to learn them. At the services of the ancestral temple, and at the audiences of the princes with the sovereign, I should like, dressed in the dark square-made robe and the black linen cap, to act as a small assistant.'
Last of all, the Master asked Tsang Hsi, 'Tien, what are your wishes?' Tien, pausing as he was playing on his lute, while it was yet twanging, laid the instrument aside, and rose. 'My wishes,' he said, 'are different from the cherished purposes of these three gentlemen.' 'What harm is there in that?' said the Master; 'do you also, as well as they, speak out your wishes.' Tien then said, 'In this, the last month of spring, with the dress of the season all complete, along with five or six young men who have assumed the cap, and six or seven boys, I would wash in the I, enjoy the breeze among the rain altars, and return home singing.' The Master heaved a sigh and said, 'I give my approval to Tien.'
The three others having gone out, Tsang Hsi remained behind, and said, 'What do you think of the words of these three friends?' The Master replied, 'They simply told each one his wishes.'
Hsi pursued, 'Master, why did you smile at Yu?'
He was answered, 'The management of a State demands the rules of propriety. His words were not humble; therefore I smiled at him.'
Hsi again said, 'But was it not a State which Ch'iu proposed for himself?' The reply was, 'Yes; did you ever see a territory of sixty or seventy li or one of fifty or sixty, which was not a State?'
Once more, Hsi inquired, 'And was it not a State which Ch'ih proposed for himself?' The Master again replied, 'Yes; who but princes have to do with ancestral temples, and with audiences but the sovereign? If Ch'ih were to be a small assistant in these services, who could be a great one?","Zilu, Zeng Xi, Ran You, and Gongxi Hua sat with the Master. He said, 'Forget that I am a bit older. You all say no one recognizes you. If a ruler knew your worth, what would you do?'

Zilu answered quickly: 'Give me a large state, squeezed between enemies, suffering invasion and famine. In three years I could make its people brave and principled.' The Master smiled.

Ran You said: 'Give me a small territory. In three years I could bring prosperity — though for teaching propriety and music, I would need a wiser man.'

Gongxi Hua said: 'I don't claim such abilities, but I would like to learn. At ancestral ceremonies and diplomatic audiences, I would serve as a junior assistant in proper robes.'

Finally the Master asked Zeng Xi, who was still playing his lute. He set it down and said, 'My wish is different from theirs.' The Master said, 'No harm in that — speak freely.' Zeng Xi said, 'In late spring, wearing the season's clothes, I would go with a few young men and boys to bathe in the Yi River, enjoy the breeze at the Rain Dance altars, and walk home singing.' The Master sighed deeply and said, 'I am with Zeng Xi.'

Afterward, Zeng Xi asked why the Master had smiled at Zilu. 'Governing a state requires propriety. His words lacked humility, so I smiled.' About Ran You: 'Was that not also a state he described?' About Gongxi Hua: 'Ancestral ceremonies and diplomatic audiences — who but a ruler handles those? If Hua would be a minor assistant there, who could be the major one?'","Three disciples described ambitions of governance. The fourth said he would bathe in the river, feel the breeze, and walk home singing. Confucius sighed and said, 'I am with him.'","The deepest ambition is not to rule the world but to live in harmony with it.","The most celebrated passage in the Analects. Zeng Xi (Zeng Dian, 曾皙) — father of Zengzi. His answer describes the Spring Purification Festival. Confucius's approval has been debated for centuries: is it Daoist quietism? Aesthetic appreciation? Most likely, Zeng Xi embodies the harmony (He, 和) that is the goal of all Confucian cultivation — a person so aligned with the Dao that governance becomes unnecessary because life itself is properly ordered. The Yi River bathing and Rain Dance altars reference the ancient purification rite (xi). Connects to FUALL's Wisdom: the highest aim is not power over the world but right relationship with it."
"","12","","<b>Book 12: Yen Yuan</b>","","","",""
"12.1","12","278","Yen Yuan asked about perfect virtue. The Master said, 'To subdue one's self and return to propriety, is perfect virtue. If a man can for one day subdue himself and return to propriety, all under heaven will ascribe perfect virtue to him. Is the practice of perfect virtue from a man himself, or is it from others?'
Yen Yuan said, 'I beg to ask the steps of that process.' The Master replied, 'Look not at what is contrary to propriety; listen not to what is contrary to propriety; speak not what is contrary to propriety; make no movement which is contrary to propriety.' Yen Yuan then said, 'Though I am deficient in intelligence and vigour, I will make it my business to practise this lesson.'","Yan Yuan asked about perfect virtue (Ren). The Master said, 'To master yourself and return to propriety — that is Ren. If a person can do this for even a single day, the whole world will recognize his virtue. Achieving Ren depends on yourself, not on others.'

Yan Yuan asked for the practical steps. The Master said, 'Do not look at what is contrary to propriety. Do not listen to what is contrary to propriety. Do not speak what is contrary to propriety. Do not act contrary to propriety.' Yan Yuan said, 'Though I am not clever, I will devote myself to this.'","'Master yourself and return to propriety — that is perfect virtue. Look not, listen not, speak not, act not contrary to what is right.' The student said: 'I will devote myself to this.'","Perfect virtue is self-mastery expressed through disciplined conduct in every sense — sight, hearing, speech, and action.","Ke ji fu li (克己復禮) — 'subdue the self and return to ritual' — one of the most important formulations in Chinese philosophy. The 'four don'ts' (si wu, 四勿) became a foundational discipline. Li (禮) here is not mere etiquette but the entire system of right conduct. Ren (仁) is achieved through Li — the two are inseparable. Connects to FUALL's Right: virtue is not feeling but practice."
