"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Distilled","Notes"
"11.107","11","107","[Krishna]
Gaze, then, thou Son of Pritha! I manifest for thee
Those hundred thousand thousand shapes that clothe my Mystery:
I show thee all my semblances, infinite, rich, divine,
My changeful hues, my countless forms. See! in this face of mine,
Adityas, Vasus, Rudras, Aswins, and Maruts; see
Wonders unnumbered, Indian Prince! revealed to none save thee.
Behold! this is the Universe!--Look! what is live and dead
I gather all in one--in Me! Gaze, as thy lips have said,
On GOD ETERNAL, VERY GOD! See Me! see what thou prayest!","[Krishna]
Then look, Arjuna — I reveal to you my hundreds of thousands of divine forms. Every shape, every color, every manifestation — infinite and rich. See in my face the Adityas, Vasus, Rudras, the Ashvins and Maruts. See wonders never shown to any being before you.

Behold: the entire universe — everything that lives and everything that has died — gathered into one. Gaze upon the Eternal God, as you asked.","Then look — at a hundred thousand shapes clothed in divine light. See the entire universe gathered in one form. Everything alive and everything dead, held together. This is what you asked for.","When the divine reveals itself, it is not one thing but everything — the entire universe compressed into a single face.","Krishna grants Arjuna's request — the Vishvarupa (universal form). The catalogue of divine beings (Adityas, Vasus, Rudras, Ashvins, Maruts) populates the vision with the full pantheon of Vedic mythology. 'Wonders revealed to none save thee' — this vision is unique, granted only to Arjuna. The framework parallel: certain forms of understanding cannot be transmitted through teaching alone; they require direct encounter."
"11.108","11","108","[Krishna]
Thou canst not!--nor, with human eyes, Arjuna! ever mayest!
Therefore I give thee sense divine. Have other eyes, new light!
And, look! This is My glory, unveiled to mortal sight!","[Krishna]
But you cannot see this with human eyes. Therefore I give you divine sight — a new way of seeing. Now look upon my glory.","Human eyes cannot bear this. I give you divine sight. Now look.","Seeing the truth requires a different kind of sight — one that must be given, not earned.","Divyam dadami te cakshuh (I give you divine eyes) — the vision requires a faculty that Arjuna does not naturally possess. Krishna must upgrade his perception. This is significant: the highest truth is not accessible through ordinary cognition. It requires a transformed mode of awareness. The framework parallel: the shift from conventional thinking to genuine philosophical understanding is not incremental improvement but a qualitative change in how one sees."
"11.109","11","109","[Sanjaya]
Then, O King! the God, so saying,
Stood, to Pritha's Son displaying
All the splendour, wonder, dread
Of His vast Almighty-head.
Out of countless eyes beholding,
Out of countless mouths commanding,
Countless mystic forms enfolding
In one Form: supremely standing
Countless radiant glories wearing,
Countless heavenly weapons bearing,
Crowned with garlands of star-clusters,
Robed in garb of woven lustres,
Breathing from His perfect Presence
Breaths of every subtle essence
Of all heavenly odours; shedding
Blinding brilliance; overspreading--
Boundless, beautiful--all spaces
With His all-regarding faces;
So He showed! If there should rise
Suddenly within the skies
Sunburst of a thousand suns
Flooding earth with beams undeemed-of,
Then might be that Holy One's
Majesty and radiance dreamed of!","[Sanjaya]
Then the great God revealed himself to Arjuna — all splendor, all wonder, all dread. Countless eyes seeing. Countless mouths commanding. Countless forms folded into one supreme form. Radiant with garlands of stars, robed in light, breathing the essence of every heavenly fragrance. Blazing, blinding, beautiful, boundless — filling all of space with his all-regarding faces.

If a thousand suns were to burst into the sky at once, that might approach the radiance of that supreme being.","Countless eyes. Countless mouths. Countless forms folded into one — crowned with stars, robed in light, breathing heaven's perfume, filling all of space. If a thousand suns rose at once, they might begin to approach that radiance.","The vision of the divine is a thousand suns rising at once — too bright to look at, too vast to comprehend, impossible to look away from.","The 'thousand suns' simile (divi surya-sahasrasya bhaved yugapad utthita) is the most famous image in the Gita. Robert Oppenheimer quoted this passage when witnessing the first nuclear detonation at Trinity, 1945: 'Now I am become Death, the destroyer of worlds' (from 11.134). The simile captures the specific quality of encountering something that exceeds your capacity to process it — the sublime in its original philosophical sense (Burke, Kant). The framework parallel: genuine encounter with a Fundamental Question produces not comfortable understanding but overwhelming awe."
"11.110","11","110","[Sanjaya]
So did Pandu's Son behold
All this universe enfold
All its huge diversity
Into one vast shape, and be
Visible, and viewed, and blended
In one Body--subtle, splendid,
Nameless--th' All-comprehending
God of Gods, the Never-Ending
Deity!","[Sanjaya]
Arjuna saw the entire universe — all its vast diversity — folded into one body, one nameless form: the all-comprehending God of Gods, the Never-Ending.","The whole universe — every separation, every distinction — folded into one body. One nameless, all-comprehending form.","All diversity gathered into one — the vision is not of something new but of the unity behind everything that already exists.","The Vishvarupa is not a new form added to the universe but the perception of the universe's underlying unity. Every separate thing is revealed as a facet of one thing. This is the experiential version of the philosophical claim made in Chapters 7-10: all is Vasudeva."
"11.111","11","111","[Sanjaya]
But, sore amazed,
Thrilled, o'erfilled, dazzled, and dazed,
Arjuna knelt; and bowed his head,
And clasped his palms; and cried, and said:","[Sanjaya]
Overwhelmed, dazzled, trembling, Arjuna fell to his knees, bowed his head, clasped his palms together, and spoke:","Arjuna falls to his knees, clasps his hands, and speaks — not from understanding but from awe.","The first response to the infinite is not words but the body's surrender: knees bend, head bows, hands clasp.","The physical response precedes verbal response — the body recognizes what the mind cannot yet process. Compare with Arjuna's physical collapse in Chapter 1: there, his body refused to fight. Here, his body refuses to stand. Both are responses to encounters that exceed the capacity of the rational mind."
"11.112","11","112","[Arjuna]
Yea! I have seen! I see!
Lord! all is wrapped in Thee!
The gods are in Thy glorious frame! the creatures
Of earth, and heaven, and hell
In Thy Divine form dwell,
And in Thy countenance shine all the features","[Arjuna]
I see it — everything is wrapped in you! The gods, the creatures of earth and heaven and the underworld, all dwelling in your divine form —","","","Verses 11.112-11.133 comprise Arjuna's extended response to the cosmic vision. Many are short devotional verses that together form one continuous outpouring of awe, praise, fear, and supplication. They are grouped thematically below rather than treated individually, as the vision is meant to overwhelm, not to be analyzed line by line."
"11.113","11","113","[Arjuna]
Of Brahma, sitting lone
Upon His lotus-throne;
Of saints and sages, and the serpent races
Ananta, Vasuki;
Yea! mightiest Lord! I see
Thy thousand thousand arms, and breasts, and faces,
And eyes,--on every side
Perfect, diversified;
And nowhere end of Thee, nowhere beginning,
Nowhere a centre! Shifts--
Wherever soul's gaze lifts--
Thy central Self, all-wielding, and all-winning!","[Arjuna]
I see Brahma on his lotus throne, the sages, the cosmic serpents. I see your thousand arms, breasts, faces, and eyes — infinite, without beginning, middle, or end. Wherever I look, your central Self shifts — all-wielding, all-winning.","","","Arjuna sees specific divine beings within the universal form: Brahma (the creator), Ananta and Vasuki (cosmic serpents who support the world). The detail 'no beginning, no middle, no end' (anadi-madhyantam) captures the quality of infinity — the mind searches for boundaries and finds none."
"11.114","11","114","[Arjuna]
Infinite King! I see
The anadem on Thee,
The club, the shell, the discus; see Thee burning
In beams insufferable,
Lighting earth, heaven, and hell
With brilliance blazing, glowing, flashing; turning","[Arjuna]
I see your crown, your mace, your discus — blazing with unbearable brilliance, lighting earth, heaven, and hell —","","","The divine attributes: the crown (kirita), mace (gada), and discus (chakra) are Vishnu's traditional symbols. The brilliance is 'insufferable' — diptam anala-arka-dyutim — light beyond what vision can process."
"11.115","11","115","[Arjuna]
Darkness to dazzling day,
Look I whichever way;
Ah, Lord! I worship Thee, the Undivided,
The Uttermost of thought,
The Treasure-Palace wrought
To hold the wealth of the worlds; the Shield provided","[Arjuna]
— turning darkness to dazzling day in every direction. You are the Undivided, the Uttermost, the treasure-house of all worlds, the shield that protects righteousness —","","","Dharma-sya goptrr (protector of dharma/righteousness) — Krishna's cosmic role is not just creator but guardian of moral order."
"11.116","11","116","[Arjuna]
To shelter Virtue's laws;
The Fount whence Life's stream draws
All waters of all rivers of all being:
The One Unborn, Unending:
Unchanging and Unblending!
With might and majesty, past thought, past seeing!","[Arjuna]
— the source from which every river of being flows. Unborn, unending, unchanging — with might and majesty beyond thought or sight.

[Combined 11.112-11.116 — The Vision of Glory]: I see everything in you — gods and creatures, heaven and hell. Brahma on his lotus, the cosmic serpents, sages beyond number. Your thousand arms, faces, and eyes have no beginning, middle, or end. Your crown, your mace, your discus blaze with light that turns darkness to day. You are the Undivided, the Uttermost of thought, the treasure-house of worlds, the protector of righteousness, the source of every stream of being — unborn, unending, unchanging, beyond sight and beyond thought.","Everything is in you — gods, creatures, heavens, hells. A thousand arms, a thousand faces, no beginning, no end. Light turns darkness to day. You are the source of every stream of being — unborn, unending, beyond thought.","The vision reveals not a god among other things but the reality within which all things exist.","The combined passage establishes the first movement of Arjuna's response: pure awe at the beauty and majesty of the universal form. The imagery shifts from catalogue (specific divine beings) to quality (boundlessness, brilliance, timelessness). The framework parallel: the first encounter with a genuinely Fundamental Question produces not answers but awe — the recognition that you are facing something larger than your categories can hold."
"11.117","11","117","[Arjuna]
Silver of moon and gold
Of sun are glories rolled
From Thy great eyes; Thy visage, beaming tender
Throughout the stars and skies,
Doth to warm life surprise
Thy Universe. The worlds are filled with wonder","[Arjuna]
The silver of the moon and the gold of the sun radiate from your eyes. Your gaze warms the universe to life. The worlds are filled with wonder —","","","Continuation of Arjuna's hymn. The sun and moon as Krishna's eyes — the daily cycle of light is reimagined as the divine gaze."
"11.118","11","118","[Arjuna]
Of Thy perfections! Space
Star-sprinkled, and void place
From pole to pole of the Blue, from bound to bound,
Hath Thee in every spot,
Thee, Thee!--Where Thou art not,
O Holy, Marvellous Form! is nowhere found!","[Arjuna]
— at your perfections. From pole to pole, from every boundary to every boundary, there is no place where you are not.","","","Omnipresence: 'where thou art not is nowhere found.' The vision confirms the philosophical claim of Chapter 7 (the pearl-string) and Chapter 9 (I pervade everything)."
"11.119","11","119","[Arjuna]
O Mystic, Awful One!
At sight of Thee, made known,
The Three Worlds quake; the lower gods draw nigh Thee;
They fold their palms, and bow
Body, and breast, and brow,
And, whispering worship, laud and magnify Thee!","[Arjuna]
At the sight of you, the three worlds tremble. The lesser gods draw near and worship, folding their palms, bowing, whispering praise.","","","Even the gods worship when they see the universal form — establishing a hierarchy: lesser gods are themselves devotees before the supreme."
"11.120","11","120","[Arjuna]
Rishis and Siddhas cry
""Hail! Highest Majesty!""
From sage and singer breaks the hymn of glory
In dulcet harmony,
Sounding the praise of Thee;
While countless companies take up the story,","[Arjuna]
Sages and celestial singers cry 'Hail! Highest Majesty!' — hymns of glory rising in harmony from countless companies.","","","Continuation. Rishis (sages) and Siddhas (perfected beings) respond to the vision with spontaneous worship."
"11.121","11","121","[Arjuna]
Rudras, who ride the storms,
Th' Adityas' shining forms,
Vasus and Sadhyas, Viswas, Ushmapas;
Maruts, and those great Twins
The heavenly, fair, Aswins,
Gandharvas, Rakshasas, Siddhas, and Asuras,--","[Arjuna]
The Rudras, the Adityas, the Vasus, the Sadhyas, the celestial twins, the Gandharvas, the Rakshasas, the Siddhas, and the Asuras —","","","A catalogue of divine and semi-divine beings, all witnessing the vision. The list includes both benevolent (Gandharvas, Siddhas) and malevolent (Rakshasas, Asuras) beings — all are equally awed."
"11.122","11","122","[Arjuna]
These see Thee, and revere
In sudden-stricken fear;
Yea! the Worlds,--seeing Thee with form stupendous,
With faces manifold,
With eyes which all behold,
Unnumbered eyes, vast arms, members tremendous,","[Arjuna]
— all see you with sudden-stricken fear. The worlds behold your stupendous form — countless faces, countless eyes, vast arms, tremendous limbs —","","","The tone shifts from awe to fear. The vision is no longer only beautiful — it is terrifying. The word bhita (frightened) marks the transition."
"11.123","11","123","[Arjuna]
Flanks, lit with sun and star,
Feet planted near and far,
Tushes of terror, mouths wrathful and tender;--
The Three wide Worlds before Thee
Adore, as I adore Thee,
Quake, as I quake, to witness so much splendour!","[Arjuna]
— flanks lit by sun and star, feet spanning near and far, mouths with terrible tusks, expressions both wrathful and tender. The three worlds quake at the sight, as I quake.

[Combined 11.117-11.123 — Cosmic Awe and Trembling]: Moon-silver and sun-gold shine from your eyes. Your perfections fill space from boundary to boundary — there is no place where you are not. At the sight of you, the three worlds tremble. Gods and sages draw near with folded palms, crying 'Hail!' The storm-gods, sun-gods, spirits, singers, and demons all stare in sudden-stricken fear at your form — stupendous, countless-faced, terrible and tender. The worlds adore as I adore, and quake as I quake.","The worlds quake. Gods and sages fold their palms. Celestial singers cry 'Hail!' Even demons stare in terror. Your form is both terrible and tender — and everything that exists trembles before it, as I tremble.","The vision of ultimate reality is both beautiful and terrifying — and everything in creation responds with the same trembling.","The vision now holds beauty and terror simultaneously — tusks alongside tender expressions. Rudolf Otto's concept of the numinous (mysterium tremendum et fascinans) describes exactly this experience: the holy as simultaneously attractive and terrifying. The Gita's vision anticipates Otto by millennia. The framework parallel: genuine encounter with the Fundamental Questions is not comfortable. It disrupts settled categories and demands a response that involves the whole person — intellect, emotion, and body."
"11.124","11","124","[Arjuna]
I mark Thee strike the skies
With front, in wondrous wise
Huge, rainbow-painted, glittering; and thy mouth
Opened, and orbs which see
All things, whatever be
In all Thy worlds, east, west, and north and south.","[Arjuna]
I see you striking the skies — enormous, rainbow-painted, glittering — your mouth open, your eyes seeing everything in every direction.","","","The imagery becomes more ominous: the open mouth will become the central terrifying image of the vision."
"11.125","11","125","[Arjuna]
O Eyes of God! O Head!
My strength of soul is fled,
Gone is heart's force, rebuked is mind's desire!
When I behold Thee so,
With awful brows a-glow,
With burning glance, and lips lighted by fire","[Arjuna]
My strength fails. My courage is gone. My mind recoils. Your brows glow with awful light. Your lips are lit with fire —","","","Arjuna's physical response mirrors his collapse in Chapter 1 (trembling, strength failing) — but the cause is different. In Chapter 1, he saw the horror of killing his family. Here, he sees the horror of ultimate reality. Both are encounters with truths too large for the ordinary mind to process."
"11.126","11","126","[Arjuna]
Fierce as those flames which shall
Consume, at close of all,
Earth, Heaven! Ah me! I see no Earth and Heaven!
Thee, Lord of Lords! I see,
Thee only-only Thee!
Now let Thy mercy unto me be given,","[Arjuna]
— fierce as the flames that will consume everything at the end of time. I see no earth, no heaven — only you, Lord of Lords, only you. Let your mercy be upon me.","","","Kala-anala (time-fire) — the fire that consumes the cosmos at the end of each cycle (pralaya). Arjuna sees the destructive aspect of the divine: not just the creator and sustainer but the annihilator."
"11.127","11","127","[Arjuna]
Thou Refuge of the World!
Lo! to the cavern hurled
Of Thy wide-opened throat, and lips white-tushed,
I see our noblest ones,
Great Dhritarashtra's sons,
Bhishma, Drona, and Karna, caught and crushed!","[Arjuna]
I see our noblest warriors — Dhritirashtra's sons, Bhishma, Drona, Karna — rushing into the cavern of your terrible mouth, caught and crushed between your white-tusked jaws.","","","The vision becomes specific and personal: Arjuna sees the very warriors he was afraid to fight in Chapter 1 being devoured by the universal form. Their death is not something Arjuna will cause — it is something that has already been determined. This reframes the entire ethical dilemma: Arjuna is not the killer but the instrument."
"11.128","11","128","[Arjuna]
The Kings and Chiefs drawn in,
That gaping gorge within;
The best of both these armies torn and riven!
Between Thy jaws they lie
Mangled full bloodily,
Ground into dust and death! Like streams down-driven","[Arjuna]
Kings and chiefs drawn into that gaping maw — the best of both armies torn, mangled, ground to dust between your jaws.","","","Both armies — not just the Kauravas but also the Pandavas' allies — are being consumed. The destruction is universal, not partisan."
"11.129","11","129","[Arjuna]
With helpless haste, which go
In headlong furious flow
Straight to the gulfing deeps of th' unfilled ocean,
So to that flaming cave
Those heroes great and brave
Pour, in unending streams, with helpless motion!","[Arjuna]
Like rivers in helpless flood pouring straight into the ocean's depths, these heroes stream into your flaming mouth with unstoppable motion.","","","The river metaphor: warriors flowing to their death as inevitably as rivers flowing to the sea. The 'helpless haste' (vegena) emphasizes that this is not a choice — it is the nature of time."
"11.130","11","130","[Arjuna]
Like moths which in the night
Flutter towards a light,
Drawn to their fiery doom, flying and dying,
So to their death still throng,
Blind, dazzled, borne along
Ceaselessly, all those multitudes, wild flying!","[Arjuna]
Like moths flying toward a flame — drawn, dazzled, dying — so these multitudes rush to their destruction, ceaselessly, blindly.

[Combined 11.124-11.130 — The Devouring]: Your mouth gapes open across the sky — rainbow-painted, glittering, terrible. My strength fails and my mind recoils. Your lips burn with fire fierce as the end of time. I see no earth, no heaven — only you.

And into your terrible mouth I see them pouring — Bhishma, Drona, Karna, the sons of Dhritirashtra, kings and chiefs of both armies — caught between your tusked jaws, mangled, ground to dust. Like rivers in helpless flood rushing to the ocean. Like moths drawn to a flame, dazzled and dying. Ceaselessly, blindly, they pour into your fire.","Your mouth gapes across the sky. Into it pour the warriors of both armies — Bhishma, Drona, Karna — like rivers to the ocean, like moths to a flame. Crushed between your jaws. Ceaselessly. Blindly. My strength fails. I see no earth, no heaven — only you, devouring.","The vision of ultimate reality includes the sight of everything you love being consumed — and recognizing that the consumption was always inevitable.","The moth metaphor (yatha pradiptam jvalanam patanga) is the vision's most devastating image: the warriors are not merely killed but drawn helplessly toward their own destruction, unable to resist. This is the Gita's most direct confrontation with the nature of time (kala): time does not merely permit death; it attracts beings toward it. The framework parallel: the erosion pattern is not accidental but gravitational — civilizations do not merely happen to decay; they are drawn toward decay by the same forces that created them. Recognition of this pattern is the first step toward resisting it."
"11.131","11","131","[Arjuna]
Thou, that hast fashioned men,
Devourest them again,
One with another, great and small, alike!
The creatures whom Thou mak'st,
With flaming jaws Thou tak'st,
Lapping them up! Lord God! Thy terrors strike","[Arjuna]
You who fashioned all creatures devour them again — great and small alike — lapping them up with flaming jaws. Your terrors strike from end to end of the earth.","","","The creator is also the destroyer: the same power that makes also unmakes. This is not dualism (a good creator vs. an evil destroyer) but unity — creation and destruction are two phases of one process."
"11.132","11","132","[Arjuna]
From end to end of earth,
Filling life full, from birth
To death, with deadly, burning, lurid dread!
Ah, Vishnu! make me know
Why is Thy visage so?
Who art Thou, feasting thus upon Thy dead?","[Arjuna]
The world from birth to death is filled with your burning, lurid dread. Who are you? Why is your face so terrible? Who are you, feasting on the dead?","","","Arjuna demands to know: who is this terrifying being? The question 'Who art thou, feasting thus upon thy dead?' is one of the most powerful lines in the poem."
"11.133","11","133","[Arjuna]
Who? awful Deity!
I bow myself to Thee,
Namostu Te, Devavara! Prasid!
O Mightiest Lord! rehearse
Why hast Thou face so fierce?
Whence doth this aspect horrible proceed?","[Arjuna]
Awful deity — I bow to you. Tell me who you are. Tell me why your face is so fierce. Where does this horrible aspect come from?

[Combined 11.131-11.133 — The Question]: You devour your own creation — great and small, lapped up in flaming jaws. The earth is filled with dread from end to end. I bow — but I must know: who are you? Why this terrible face? What is this horrible form?","You made them. Now you eat them — great and small. I bow, but I must ask: who are you? Why this face? Why this dread?","The deepest question facing any theology: if the same power creates and destroys, what does that make the power?","Arjuna's question reaches the theological crisis at the heart of the vision: if God is both creator and destroyer, if God devours what God made — what is God? This is not atheism but the deepest form of theism: confronting the full nature of the divine, including the parts that terrify. The framework parallel: any honest account of Reality must include the destructive forces, not just the creative ones. A framework that only addresses what builds and never what erodes is incomplete."
"11.134","11","134","[Krishna]
Thou seest Me as Time who kills,
Time who brings all to doom,
The Slayer Time, Ancient of Days, come hither to consume;
Excepting thee, of all these hosts of hostile chiefs arrayed,
There stands not one shall leave alive the battlefield! Dismayed
No longer be! Arise! obtain renown! destroy thy foes!
Fight for the kingdom waiting thee when thou hast vanquished those.
By Me they fall--not thee! the stroke of death is dealt them now,
Even as they show thus gallantly; My instrument art thou!
Strike, strong-armed Prince, at Drona! at Bhishma strike! deal death
On Karna, Jyadratha; stay all their warlike breath!
'Tis I who bid them perish! Thou wilt but slay the slain;
Fight! they must fall, and thou must live, victor upon this plain!","[Krishna]
I am Time — the destroyer of worlds, come here to consume. With or without you, none of these warriors arrayed for battle will survive.

So do not hesitate. Rise. Win glory. Conquer your enemies. Fight for the kingdom that waits for you. These men are already dead — struck down by me, not by you. You are only the instrument.

Strike at Drona, at Bhishma, at Karna. They must fall. It is I who bid them perish. You will only slay the slain. Fight — and you will be victorious.","I am Time — the destroyer. These warriors are already dead. I killed them, not you. You are the instrument, not the cause. Rise. Fight. You will only slay the slain.","You are not the cause of what happens — you are the instrument through which what was always going to happen comes to pass.","Kalo 'smi lokakshaya-krit pravriddho — 'I am Time, the mighty destroyer of worlds.' This is the verse Oppenheimer famously recalled at Trinity (July 16, 1945), though he paraphrased it as 'Now I am become Death, the destroyer of worlds.' Krishna's answer to 'who are you?' is not a name but a function: Time. The reframing is radical: Arjuna's ethical dilemma dissolves because the warriors are 'already slain' (mayaivaite nihatah purvam eva) — their death is determined by cosmic necessity, not by Arjuna's choice. He is nimitta-matram (merely the instrument). This raises profound questions about free will, moral responsibility, and the nature of agency. The framework parallel: individuals do not single-handedly cause cultural erosion or restoration — they participate in patterns larger than themselves. But participation is still meaningful, and the quality of one's participation still matters."
"11.135","11","135","[Sanjaya]
Hearing mighty Keshav's word,
Tremblingly that helmed Lord
Clasped his lifted palms, and--praying
Grace of Krishna--stood there, saying,
With bowed brow and accents broken,
These words, timorously spoken:","[Sanjaya]
Hearing Krishna's words, Arjuna trembled. Clasping his palms together, bowing, he spoke with broken voice:","Arjuna trembles, clasps his palms, bows, and speaks in a broken voice — not the voice of a warrior but of a man who has seen too much.","After the vision of ultimate reality, the warrior speaks not with strength but with the broken humility of someone who finally understands the scale of what he faces.","Krita-anjalih (with palms joined) — the gesture of supplication and reverence. Arjuna's voice is 'broken' (gadgadaya) — not from weakness but from the impossibility of putting the vision into words. The body's response to the numinous: trembling, bowing, stammering."
"11.136","11","136","[Arjuna]
Worthily, Lord of Might!
The whole world hath delight
In Thy surpassing power, obeying Thee;
The Rakshasas, in dread
At sight of Thee, are sped
To all four quarters; and the company","[Arjuna]
It is right that the world delights in your power. The demons flee in terror to every direction, and the perfected beings bow before you —","","","Arjuna begins his second hymn: a prayer of reconciliation after the terrifying vision. The tone shifts from terror to devotional submission."
"11.137","11","137","[Arjuna]
Of Siddhas sound Thy name.
How should they not proclaim
Thy Majesties, Divinest, Mightiest?
Thou Brahm, than Brahma greater!
Thou Infinite Creator!
Thou God of gods, Life's Dwelling-place and Rest!","[Arjuna]
How could they not praise you? You are Brahma, greater than Brahma — infinite creator, God of gods, dwelling-place of the universe, the foundation of all life.","","","Adi-karta (original creator) — Krishna is identified as prior to Brahma, the creator-god of the Hindu trinity. The hierarchy: Brahma creates, but Krishna is the source from which Brahma's creative power itself derives."
"11.138","11","138","[Arjuna]
Thou, of all souls the Soul!
The Comprehending Whole!
Of being formed, and formless being the Framer;
O Utmost One! O Lord!
Older than eld, Who stored
The worlds with wealth of life! O Treasure-Claimer,","[Arjuna]
You are the soul of all souls, the comprehending whole — the framer of both form and formlessness, older than the oldest, the storer of worlds.","","","Adi-deva (primal god), purana-purusha (ancient person) — terms emphasizing the primordial nature of the divine."
"11.139","11","139","[Arjuna]
Who wottest all, and art
Wisdom Thyself! O Part
In all, and All; for all from Thee have risen
Numberless now I see
The aspects are of Thee!
Vayu Thou art, and He who keeps the prison","[Arjuna]
You know everything and are everything. You are Vayu, the wind. You are Yama, the lord of death. You are Agni, fire. You are Varuna, the waters. You are Prajapati, the first father, and the grandfather of the first father. I bow to you a thousand thousand times.","","","Arjuna identifies Krishna with the major Vedic deities: Vayu (wind), Yama (death/justice), Agni (fire), Varuna (cosmic waters/law), Prajapati (lord of creatures). Each god is an aspect of the one supreme being."
"11.140","11","140","[Arjuna]
Of Narak, Yama dark;
And Agni's shining spark;
Varuna's waves are Thy waves. Moon and starlight
Are Thine! Prajapati
Art Thou, and 'tis to Thee
They knelt in worshipping the old world's far light,","","","","Continuation of Arjuna's identification of Krishna with all deities, including the celestial lights and the ancient worship of the first mortals."
"11.141","11","141","[Arjuna]
The first of mortal men.
Again, Thou God! again
A thousand thousand times be magnified!
Honour and worship be--
Glory and praise,--to Thee
Namo, Namaste, cried on every side;","[Arjuna]
Honor and glory and praise — Namo, Namaste — cried from every side, a thousand thousand times!

[Combined 11.136-11.141 — Arjuna's Hymn of Praise]: It is right that the world rejoices in your power. Demons flee, the perfected bow. How could they not? You are greater than Brahma — infinite creator, God of gods, soul of souls. You are wind and death and fire and water and the first father. You know everything and are everything. A thousand thousand times, from every direction — Namaste!","You are greater than Brahma. You are wind, fire, death, and water. You are the first father and the grandfather of the first father. From every direction, from every being: Namaste — a thousand thousand times.","When you see the source of everything, the only response is to bow from every direction at once.","Namo, Namaste (I bow) — the quintessential gesture of Hindu devotion, repeated with the urgency of someone who has seen the truth and cannot bow enough. The thousand-fold repetition is not rhetoric but an attempt to match an infinite reality with finite words."
"11.142","11","142","[Arjuna]
Cried here, above, below,
Uttered when Thou dost go,
Uttered where Thou dost come! Namo! we call;
Namostu! God adored!
Namostu! Nameless Lord!
Hail to Thee! Praise to Thee! Thou One in all;","[Arjuna]
Namaste — cried above, below, and on all sides. Wherever you go, wherever you come — praise to you, the One in All!","","","Omnidirectional praise: the divine is everywhere, so worship must come from everywhere."
"11.143","11","143","[Arjuna]
For Thou art All! Yea, Thou!
Ah! if in anger now
Thou shouldst remember I did think Thee Friend,
Speaking with easy speech,
As men use each to each;
Did call Thee ""Krishna,"" ""Prince,"" nor comprehend","[Arjuna]
You are everything. If in my ignorance I treated you as a friend — calling you 'Krishna,' calling you 'Prince,' speaking casually, as people speak to equals —","","","The social horror of retrospection: Arjuna realizes he has been treating the supreme being as a friend and equal — joking, arguing, traveling together. Sakha (friend) — the Gita's deepest irony: Krishna IS Arjuna's friend, but he is also the creator and destroyer of worlds."
"11.144","11","144","[Arjuna]
Thy hidden majesty,
The might, the awe of Thee;
Did, in my heedlessness, or in my love,
On journey, or in jest,
Or when we lay at rest,
Sitting at council, straying in the grove,","[Arjuna]
— not understanding your hidden majesty, not comprehending your might — whether in heedlessness or in love, on the road, at rest, at meals, sitting together, alone or among others —","","","Arjuna catalogs all the casual moments of their friendship — traveling, eating, resting, joking — each one now recontextualized as an encounter with the infinite. The intimacy makes the revelation more devastating, not less."
"11.145","11","145","[Arjuna]
Alone, or in the throng,
Do Thee, most Holy! wrong,
Be Thy grace granted for that witless sin!
For Thou art, now I know,
Father of all below,
Of all above, of all the worlds within","[Arjuna]
— forgive me for whatever wrong I did in my ignorance. For you are now revealed as the father of all that is below, above, and within —

[Combined 11.142-11.145 — The Apology]: Praise to you from every direction! But now I must ask — if I have wronged you by treating you as a mere friend, calling you 'Krishna' and 'Prince,' speaking casually on the road, at meals, at rest, alone or in company — forgive me. I did not know. I did not comprehend what you are. You are the father of everything above, below, and within.","Forgive me. I called you 'friend.' I called you 'Krishna.' I joked with you on the road and at meals. I did not know I was speaking casually to the creator of worlds. Forgive my ignorance — and my love.","The most intimate relationships can also be the most blind — and the revelation of what was always there changes everything retroactively.","This passage contains one of the Gita's most psychologically complex moments: Arjuna apologizes for having loved Krishna as a friend rather than worshipping him as God. But the love was not wrong — it was incomplete. Krishna will later confirm (11.154) that love and devotion are the highest path, and friendship with the divine is not an error but an achievement. The framework parallel: the discovery that what you treated as ordinary was actually sacred does not invalidate the relationship — it deepens it."
"11.146","11","146","[Arjuna]
Guru of Gurus; more
To reverence and adore
Than all which is adorable and high!
How, in the wide worlds three
Should any equal be?
Should any other share Thy Majesty?","[Arjuna]
You are the guru of gurus — more worthy of reverence than anything that exists. Nothing in the three worlds can equal you. How could anything surpass you?","Teacher of teachers, greater than everything — how could anything in three worlds equal you, let alone surpass you?","The highest authority is not one option among many but the standard against which all other authority is measured.","Guru of gurus (guror gariyase) — the ultimate teacher, the source from which all teaching derives. The framework parallel: the Fundamental Questions are the 'guru of gurus' in the intellectual domain — the questions from which all other questions derive their importance."
"11.147","11","147","[Arjuna]
Therefore, with body bent
And reverent intent,
I praise, and serve, and seek Thee, asking grace.
As father to a son,
As friend to friend, as one
Who loveth to his lover, turn Thy face","[Arjuna]
Therefore, with body bent and heart full of reverence, I bow and ask your grace. Bear with me as a father with a son, as a friend with a friend, as a lover with the beloved.","","","Three models for the divine-human relationship: father-son (authority + nurture), friend-friend (equality + trust), lover-beloved (intimacy + passion). Arjuna asks for all three simultaneously."
