"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"93.6b","Q93: The End or Term of the Production of Man","6b","I answer that, While in all creatures there is some kind of likeness to God, in the rational creature alone we find a likeness of ""image"" as we have explained above (AA. 1,2); whereas in other creatures we find a likeness by way of a ""trace."" Now the intellect or mind is that whereby the rational creature excels other creatures; wherefore this image of God is not found even in the rational creature except in the mind; while in the other parts, which the rational creature may happen to possess, we find the likeness of a ""trace,"" as in other creatures to which, in reference to such parts, the rational creature can be likened. We may easily understand the reason of this if we consider the way in which a ""trace,"" and the way in which an ""image,"" represents anything. An ""image"" represents something by likeness in species, as we have said; while a ""trace"" represents something by way of an effect, which represents the cause in such a way as not to attain to the likeness of species. For imprints which are left by the movements of animals are called ""traces"": so also ashes are a trace of fire, and desolation of the land a trace of a hostile army.

Therefore we may observe this difference between rational creatures and others, both as to the representation of the likeness of the Divine Nature in creatures, and as to the representation in them of the uncreated Trinity. For as to the likeness of the Divine Nature, rational creatures seem to attain, after a fashion, to the representation of the species, inasmuch as they imitate God, not only in being and life, but also in intelligence, as above explained (A. 2); whereas other creatures do not understand, although we observe in them a certain trace of the Intellect that created them, if we consider their disposition. Likewise as the uncreated Trinity is distinguished by the procession of the Word from the Speaker, and of Love from both of these, as we have seen (Q. 28, A. 3); so we may say that in rational creatures wherein we find a procession of the word in the intellect, and a procession of the love in the will, there exists an image of the uncreated Trinity, by a certain representation of the species. In other creatures, however, we do not find the principle of the word, and the word and love; but we do see in them a certain trace of the existence of these in the Cause that produced them. For in the fact that a creature has a modified and finite nature, proves that it proceeds from a principle; while its species points to the (mental) word of the maker, just as the shape of a house points to the idea of the architect; and order points to the maker's love by reason of which he directs the effect to a good end; as also the use of the house points to the will of the architect. So we find in man a likeness to God by way of an ""image"" in his mind; but in the other parts of his being by way of a ""trace.""","The image of God is in the mind alone. In other creatures, and in the non-rational parts of the human being, we find only a ""trace"" of God, not an image. The difference: an image represents by likeness in species; a trace represents the way an effect points to a cause without reaching specific likeness (footprints trace an animal, ashes trace a fire).

Rational creatures achieve a representation of species because they imitate God not only in being and living but in understanding. Other creatures show only traces of the intellect that created them. Similarly, in rational creatures we find a procession of word from intellect and love from will that mirrors, however imperfectly, the procession of the Word from the Father and Love from both. In non-rational creatures, we find only traces of these processions: their finite nature points to a principle, their species points to a designing word, their ordered purpose points to the maker's love. In the human body and senses, the likeness to God is by trace. In the mind, it is by image.","In other creatures, and in the non-rational parts of the human being, we find only a trace of God, not an image. The distinction is precise. An image represents by likeness in species. A trace represents the way an effect points to a cause without reaching specific likeness: footprints trace an animal, ashes trace a fire, desolation traces an army.

Rational creatures achieve a representation of species because they imitate God not only in being and living but in understanding. In the mind's procession of word from knowledge and love from both, we find a distant but real mirror of the Word proceeding from the Father and Love from both. In everything below the mind, even in the human body's upright posture, the likeness to God is by trace only. The image lives in the mind alone.","","",""
"93.6c","Q93: The End or Term of the Production of Man","6c","Reply Obj. 1: Man is called to the image of God; not that he is essentially an image; but that the image of God is impressed on his mind; as a coin is an image of the king, as having the image of the king. Wherefore there is no need to consider the image of God as existing in every part of man.

Reply Obj. 2: As Augustine says (De Trin. xii, 5), some have thought that the image of God was not in man individually, but severally. They held that ""the man represents the Person of the Father; those born of man denote the person of the Son; and that the woman is a third person in likeness to the Holy Ghost, since she so proceeded from man as not to be his son or daughter."" All of this is manifestly absurd; first, because it would follow that the Holy Ghost is the principle of the Son, as the woman is the principle of the man's offspring; secondly, because one man would be only the image of one Person; thirdly, because in that case Scripture should not have mentioned the image of God in man until after the birth of the offspring. Therefore we must understand that when Scripture had said, ""to the image of God He created him,"" it added, ""male and female He created them,"" not to imply that the image of God came through the distinction of sex, but that the image of God belongs to both sexes, since it is in the mind, wherein there is no sexual distinction. Wherefore the Apostle (Col. 3:10), after saying, ""According to the image of Him that created him,"" added, ""Where there is neither male nor female"" [*these words are in reality from Gal. 3:28] (Vulg. ""neither Gentile nor Jew"").

Reply Obj. 3: Although the image of God in man is not to be found in his bodily shape, yet because ""the body of man alone among terrestrial animals is not inclined prone to the ground, but is adapted to look upward to heaven, for this reason we may rightly say that it is made to God's image and likeness, rather than the bodies of other animals,"" as Augustine remarks (QQ. 83, qu. 51). But this is not to be understood as though the image of God were in man's body; but in the sense that the very shape of the human body represents the image of God in the soul by way of a trace.

Reply Obj. 4: Both in the corporeal and in the imaginary vision we may find a trinity, as Augustine says (De Trin. xi, 2). For in corporeal vision there is first the species of the exterior body; secondly, the act of vision, which occurs by the impression on the sight of a certain likeness of the said species; thirdly, the intention of the will applying the sight to see, and to rest on what is seen.

Likewise, in the imaginary vision we find first the species kept in the memory; secondly, the vision itself, which is caused by the penetrative power of the soul, that is, the faculty of imagination, informed by the species; and thirdly, we find the intention of the will joining both together. But each of these trinities falls short of the Divine image. For the species of the external body is extrinsic to the essence of the soul; while the species in the memory, though not extrinsic to the soul, is adventitious to it; and thus in both cases the species falls short of representing the connaturality and co-eternity of the Divine Persons. The corporeal vision, too, does not proceed only from the species of the external body, but from this, and at the same time from the sense of the seer; in like manner imaginary vision is not from the species only which is preserved in the memory, but also from the imagination. For these reasons the procession of the Son from the Father alone is not suitably represented. Lastly the intention of the will joining the two together, does not proceed from them either in corporeal or spiritual vision. Wherefore the procession of the Holy Ghost from the Father and the Son is not thus properly represented.","The image of God is not in every part of man but is impressed on his mind, as a coin bears the image of a king without every part of the coin being the image. The distinction of male and female does not constitute the image; Scripture mentions both sexes immediately after mentioning the image precisely to show the image belongs to both, since it is in the mind where there is no sexual distinction.

The human body's upright shape does not contain the image but represents it by way of trace, pointing toward the image in the soul. And the trinities found in sensory and imaginary vision fall short of the divine image because their components are external or adventitious to the soul, unlike the mind's own acts of understanding and love, which more closely mirror the divine processions.","The image is not distributed across every part of man but is impressed on his mind, as a coin bears the king's likeness without every particle of metal being the portrait. The distinction of male and female does not constitute the image; Scripture mentions both sexes immediately after mentioning the image precisely to show it belongs to both, since it resides where there is no sexual distinction.

The trinities found in sense perception and imagination fall short of the divine image because their components are external or borrowed. Only the mind's own acts of understanding and love, arising from within its own nature, approach the internal processions of the divine Persons.","","",""
"93.7a","Q93: The End or Term of the Production of Man","7a","SEVENTH ARTICLE [I, Q. 93, Art. 7]

Whether the Image of God Is to Be Found in the Acts of the Soul?

Objection 1: It would seem that the image of God is not found in the acts of the soul. For Augustine says (De Civ. Dei xi, 26), that ""man was made to God's image, inasmuch as we exist and know that we exist, and love this existence and knowledge."" But to exist does not signify an act. Therefore the image of God is not to be found in the soul's acts.

Obj. 2: Further, Augustine (De Trin. ix, 4) assigns God's image in the soul to these three things—mind, knowledge, and love. But mind does not signify an act, but rather the power or the essence of the intellectual soul. Therefore the image of God does not extend to the acts of the soul.

Obj. 3: Further, Augustine (De Trin. x, 11) assigns the image of the Trinity in the soul to ""memory, understanding, and will."" But these three are ""natural powers of the soul,"" as the Master of the Sentences says (1 Sent. D iii). Therefore the image of God is in the powers, and does not extend to the acts of the soul.

Obj. 4: Further, the image of the Trinity always remains in the soul. But an act does not always remain. Therefore the image of God does not extend to the acts.

On the contrary, Augustine (De Trin. xi, 2 seqq.) assigns the trinity in the lower part of the soul, in relation to the actual vision, whether sensible or imaginative. Therefore, also, the trinity in the mind, by reason of which man is like to God's image, must be referred to actual vision.

I answer that, As above explained (A. 2), a certain representation of the species belongs to the nature of an image. Hence, if the image of the Divine Trinity is to be found in the soul, we must look for it where the soul approaches the nearest to a representation of the species of the Divine Persons. Now the Divine Persons are distinct from each other by reason of the procession of the Word from the Speaker, and the procession of Love connecting Both. But in our soul word ""cannot exist without actual thought,"" as Augustine says (De Trin. xiv, 7). Therefore, first and chiefly, the image of the Trinity is to be found in the acts of the soul, that is, inasmuch as from the knowledge which we possess, by actual thought we form an internal word; and thence break forth into love. But, since the principles of acts are the habits and powers, and everything exists virtually in its principle, therefore, secondarily and consequently, the image of the Trinity may be considered as existing in the powers, and still more in the habits, forasmuch as the acts virtually exist therein.","The image of the Trinity is found primarily in the soul's acts, not just in its powers or habits. The divine Persons are distinguished by the procession of Word from Speaker and Love from both. In us, a word cannot exist without actual thought. Therefore the image is most fully present when we actually think and from that thinking produce an interior word, and from both break forth into love.

Powers and habits are the principles from which acts flow. Since acts virtually exist in their principles, the image can be considered secondarily as existing in the powers, and even more in the habits. But the primary locus is the act itself.","The image of the Trinity lives most fully in the soul's acts, not merely in its powers or habits. The divine Persons are distinguished by the procession of Word from Speaker and Love from both. In us, a word cannot exist without actual thought. Therefore the image is most present when we think, produce an interior word from that thinking, and break forth from both into love.

Powers and habits are the springs from which acts flow. The image exists in them secondarily, as a fire exists virtually in the fuel. But the primary locus is the act itself: the living moment of knowledge and love.","","",""
"93.7b","Q93: The End or Term of the Production of Man","7b","Reply Obj. 1: Our being bears the image of God so far as it is proper to us, and excels that of the other animals, that is to say, in so far as we are endowed with a mind. Therefore, this trinity is the same as that which Augustine mentions (De Trin. ix, 4), and which consists in mind, knowledge, and love.

Reply Obj. 2: Augustine observed this trinity, first, as existing in the mind. But because the mind, though it knows itself entirely in a certain degree, yet also in a way does not know itself—namely, as being distinct from others (and thus also it searches itself, as Augustine subsequently proves—De Trin. x, 3,4); therefore, as though knowledge were not in equal proportion to mind, he takes three things in the soul which are proper to the mind, namely, memory, understanding, and will; which everyone is conscious of possessing; and assigns the image of the Trinity pre-eminently to these three, as though the first assignation were in part deficient.

Reply Obj. 3: As Augustine proves (De Trin. xiv, 7), we may be said to understand, will, and to love certain things, both when we actually consider them, and when we do not think of them. When they are not under our actual consideration, they are objects of our memory only, which, in his opinion, is nothing else than habitual retention of knowledge and love [*Cf. Q. 79, A. 7, ad 1]. ""But since,"" as he says, ""a word cannot be there without actual thought (for we think everything that we say, even if we speak with that interior word belonging to no nation's tongue), this image chiefly consists in these three things, memory, understanding, and will. And by understanding I mean here that whereby we understand with actual thought; and by will, love, or dilection I mean that which unites this child with its parent."" From which it is clear that he places the image of the Divine Trinity more in actual understanding and will, than in these as existing in the habitual retention of the memory; although even thus the image of the Trinity exists in the soul in a certain degree, as he says in the same place. Thus it is clear that memory, understanding, and will are not three powers as stated in the Sentences.

Reply Obj. 4: Someone might answer by referring to Augustine's statement (De Trin. xiv, 6), that ""the mind ever remembers itself, ever understands itself, ever loves itself""; which some take to mean that the soul ever actually understands, and loves itself. But he excludes this interpretation by adding that ""it does not always think of itself as actually distinct from other things."" Thus it is clear that the soul always understands and loves itself, not actually but habitually; though we might say that by perceiving its own act, it understands itself whenever it understands anything. But since it is not always actually understanding, as in the case of sleep, we must say that these acts, although not always actually existing, yet ever exist in their principles, the habits and powers. Wherefore, Augustine says (De Trin. xiv, 4): ""If the rational soul is made to the image of God in the sense that it can make use of reason and intellect to understand and consider God, then the image of God was in the soul from the beginning of its existence.""","Augustine's trinities of mind-knowledge-love and memory-understanding-will both point to the image, with the latter being more precise because it distinguishes functions more clearly. The key insight is that the image resides most fully in actual thought and actual love, not merely in the habitual retention of knowledge. Memory, understanding, and will as Augustine uses them are not three separate powers but three aspects of the mind's activity.

The objection that an act does not always remain (while the image should be permanent) is handled by noting that even when not actively thinking, the soul always remembers, understands, and loves itself habitually. The image exists permanently in the habits and powers as principles, and fully when those principles are activated.","Augustine's trinities of mind-knowledge-love and memory-understanding-will both point toward the image, with the latter being more precise. The key insight: the image resides most fully in actual thought and actual love, not in the habitual retention of knowledge. Even when the mind is not actively thinking, it always remembers, understands, and loves itself habitually. The image exists permanently in the habits as latent fire, and fully when those habits kindle into act.","","",""
"93.8a","Q93: The End or Term of the Production of Man","8a","EIGHTH ARTICLE [I, Q. 93, Art. 8]

Whether the Image of the Divine Trinity Is in the Soul Only by
Comparison with God As Its Object?

Objection 1: It would seem that the image of the Divine Trinity is in the soul not only by comparison with God as its object. For the image of the Divine Trinity is to be found in the soul, as shown above (A. 7), according as the word in us proceeds from the speaker; and love from both. But this is to be found in us as regards any object. Therefore the image of the Divine Trinity is in our mind as regards any object.

Obj. 2: Further, Augustine says (De Trin. xii, 4) that ""when we seek trinity in the soul, we seek it in the whole of the soul, without separating the process of reasoning in temporal matters from the consideration of things eternal."" Therefore the image of the Trinity is to be found in the soul, even as regards temporal objects.

Obj. 3: Further, it is by grace that we can know and love God. If, therefore, the image of the Trinity is found in the soul by reason of the memory, understanding, and will or love of God, this image is not in man by nature but by grace, and thus is not common to all.

Obj. 4: Further, the saints in heaven are most perfectly conformed to the image of God by the beatific vision; wherefore it is written (2 Cor. 3:18): ""We . . . are transformed into the same image from glory to glory."" But temporal things are known by the beatific vision. Therefore the image of God exists in us even according to temporal things.

On the contrary, Augustine says (De Trin. xiv, 12): ""The image of God exists in the mind, not because it has a remembrance of itself, loves itself, and understands itself; but because it can also remember, understand, and love God by Whom it was made."" Much less, therefore, is the image of God in the soul, in respect of other objects.

I answer that, As above explained (AA. 2, 7), image means a likeness which in some degree, however small, attains to a representation of the species. Wherefore we need to seek in the image of the Divine Trinity in the soul some kind of representation of species of the Divine Persons, so far as this is possible to a creature. Now the Divine Persons, as above stated (AA. 6, 7), are distinguished from each other according to the procession of the word from the speaker, and the procession of love from both. Moreover the Word of God is born of God by the knowledge of Himself; and Love proceeds from God according as He loves Himself. But it is clear that diversity of objects diversifies the species of word and love; for in the human mind the species of a stone is specifically different from that of a horse, which also the love regarding each of them is specifically different. Hence we refer the Divine image in man to the verbal concept born of the knowledge of God, and to the love derived therefrom. Thus the image of God is found in the soul according as the soul turns to God, or possesses a nature that enables it to turn to God. Now the mind may turn towards an object in two ways: directly and immediately, or indirectly and mediately; as, for instance, when anyone sees a man reflected in a looking-glass he may be said to be turned towards that man. So Augustine says (De Trin. xiv, 8), that ""the mind remembers itself, understands itself, and loves itself. If we perceive this, we perceive a trinity, not, indeed, God, but, nevertheless, rightly called the image of God."" But this is due to the fact, not that the mind reflects on itself absolutely, but that thereby it can furthermore turn to God, as appears from the authority quoted above (Arg. On the contrary).","The image of God in the soul is most properly found when the mind turns toward God, not when it contemplates any random object. Different objects produce specifically different words and loves in the mind. The Word of God is born of God's self-knowledge, and divine Love proceeds from God's self-love. So the truest image in us is the word born of knowing God and the love proceeding from that knowledge.

This does not mean the image disappears when we think about other things. The mind's capacity to turn toward God is itself a permanent natural feature. And when the mind knows itself, it indirectly mirrors God, since self-knowledge is a stepping stone to knowing the God who made it. But the image is most fully realized in direct knowledge and love of God.

Knowledge of temporal things, while it involves trinitarian structure (species, vision, intention), does not constitute the image properly, because such knowledge is adventitious and directed at objects beneath the mind. The image requires the mind to engage with what is above it.","The image is most truly present when the mind turns toward God. Different objects produce specifically different words and loves. The Word of God is born of divine self-knowledge; divine Love proceeds from divine self-love. The truest image in us is the word born of knowing God and the love that flows from that knowledge.

When the mind knows itself, it indirectly mirrors God, since self-knowledge is a stepping stone to knowing the one who made it. But knowledge of temporal things, however trinitarian in structure, does not constitute the image. The image requires the mind to engage with what is above it, not below.","","",""
"93.8b","Q93: The End or Term of the Production of Man","8b","Reply Obj. 1: For the notion of an image it is not enough that something proceed from another, but it is also necessary to observe what proceeds and whence it proceeds; namely, that what is Word of God proceeds from knowledge of God.

Reply Obj. 2: In all the soul we may see a kind of trinity, not, however, as though besides the action of temporal things and the contemplation of eternal things, ""any third thing should be required to make up the trinity,"" as he adds in the same passage. But in that part of the reason which is concerned with temporal things, ""although a trinity may be found; yet the image of God is not to be seen there,"" as he says farther on; forasmuch as this knowledge of temporal things is adventitious to the soul. Moreover even the habits whereby temporal things are known are not always present; but sometimes they are actually present, and sometimes present only in memory even after they begin to exist in the soul. Such is clearly the case with faith, which comes to us temporally for this present life; while in the future life faith will no longer exist, but only the remembrance of faith.

Reply Obj. 3: The meritorious knowledge and love of God can be in us only by grace. Yet there is a certain natural knowledge and love as seen above (Q. 12, A. 12; Q. 56, A. 3; Q. 60, A. 5). This, too, is natural that the mind, in order to understand God, can make use of reason, in which sense we have already said that the image of God abides ever in the soul; ""whether this image of God be so obsolete,"" as it were clouded, ""as almost to amount to nothing,"" as in those who have not the use of reason; ""or obscured and disfigured,"" as in sinners; or ""clear and beautiful,"" as in the just; as Augustine says (De Trin. xiv, 6).

Reply Obj. 4: By the vision of glory temporal things will be seen in God Himself; and such a vision of things temporal will belong to the image of God. This is what Augustine means (De Trin. xiv, 6), when he says that ""in that nature to which the mind will blissfully adhere, whatever it sees it will see as unchangeable""; for in the Uncreated Word are the types of all creatures.","For the image to hold, what proceeds must be a word of God proceeding from knowledge of God. A mere trinity of cognitive elements about any object is not enough.

The knowledge that constitutes the image can be either natural (the mind's innate capacity to know God through reason) or gracious. Even when the image is ""obsolete"" in those without reason's use, ""obscured"" in sinners, or ""clear"" in the just, it never fully vanishes because the natural aptitude to know God always remains.

In the beatific vision, even temporal things will be seen in God and through God's unchangeable truth. At that point, the contemplation of all things will belong to the image, because everything will be known through the divine Word.","For the image to hold, what proceeds in us must be a word of God proceeding from knowledge of God. A mere trinity of cognitive elements about any object is not sufficient.

Even so, the image never fully vanishes. The natural capacity to know God always remains, whether ""obsolete"" in those without reason's use, ""obscured"" in sinners, or ""clear and beautiful"" in the just. In the beatific vision, even temporal things will be seen in God and through God's unchangeable truth. At that point, the contemplation of all things will belong to the image, because everything will be known through the divine Word.","","",""
"93.9a","Q93: The End or Term of the Production of Man","9a","NINTH ARTICLE [I, Q. 93, Art. 9]

Whether ""Likeness"" Is Properly Distinguished from ""Image""?

Objection 1: It would seem that ""likeness"" is not properly distinguished from ""image."" For genus is not properly distinguished from species. Now, ""likeness"" is to ""image"" as genus to species: because, ""where there is image, forthwith there is likeness, but not conversely"" as Augustine says (QQ. 83, qu. 74). Therefore ""likeness"" is not properly to be distinguished from ""image.""

Obj. 2: Further, the nature of the image consists not only in the representation of the Divine Persons, but also in the representation of the Divine Essence, to which representation belong immortality and indivisibility. So it is not true to say that the ""likeness is in the essence because it is immortal and indivisible; whereas the image is in other things"" (Sent. ii, D, xvi).

Obj. 3: Further, the image of God in man is threefold—the image of nature, of grace, and of glory, as above explained (A. 4). But innocence and righteousness belong to grace. Therefore it is incorrectly said (Sent. ii, D, xvi) ""that the image is taken from the memory, the understanding and the will, while the likeness is from innocence and righteousness.""

Obj. 4: Further, knowledge of truth belongs to the intellect, and love of virtue to the will; which two things are parts of the image. Therefore it is incorrect to say (Sent. ii, D, xvi) that ""the image consists in the knowledge of truth, and the likeness in the love of virtue.""

On the contrary, Augustine says (QQ. 83, qu. 51): ""Some consider that these two were mentioned not without reason, namely ""image"" and ""likeness,"" since, if they meant the same, one would have sufficed.""

I answer that, Likeness is a kind of unity, for oneness in quality causes likeness, as the Philosopher says (Metaph. v, Did. iv, 15). Now, since ""one"" is a transcendental, it is both common to all, and adapted to each single thing, just as the good and the true. Wherefore, as the good can be compared to each individual thing both as its preamble, and as subsequent to it, as signifying some perfection in it, so also in the same way there exists a kind of comparison between ""likeness"" and ""image."" For the good is a preamble to man, inasmuch as man is an individual good; and, again, the good is subsequent to man, inasmuch as we may say of a certain man that he is good, by reason of his perfect virtue. In like manner, likeness may be considered in the light of a preamble to image, inasmuch as it is something more general than image, as we have said above (A. 1): and, again, it may be considered as subsequent to image, inasmuch as it signifies a certain perfection of image. For we say that an image is like or unlike what it represents, according as the representation is perfect or imperfect. Thus likeness may be distinguished from image in two ways: first as its preamble and existing in more things, and in this sense likeness regards things which are more common than the intellectual properties, wherein the image is properly to be seen. In this sense it is stated (QQ. 83, qu. 51) that ""the spirit"" (namely, the mind) without doubt was made to the image of God. ""But the other parts of man,"" belonging to the soul's inferior faculties, or even to the body, ""are in the opinion of some made to God's likeness."" In this sense he says (De Quant. Animae ii) that the likeness of God is found in the soul's incorruptibility; for corruptible and incorruptible are differences of universal beings. But likeness may be considered in another way, as signifying the expression and perfection of the image. In this sense Damascene says (De Fide Orth. ii, 12) that the image implies ""an intelligent being, endowed with free-will and self-movement, whereas likeness implies a likeness of power, as far as this may be possible in man."" In the same sense ""likeness"" is said to belong to ""the love of virtue"": for there is no virtue without love of virtue.","""Likeness"" and ""image"" are not redundant terms. Likeness is broader than image: wherever there is an image there is likeness, but not vice versa. The two can be distinguished in two ways.

First, likeness as a preamble to image. Here likeness covers the more general features (incorruptibility of the soul, for instance) while the image proper is found specifically in the intellectual nature. In this sense, the mind is to God's image, while the body and lower faculties bear God's likeness as a trace.

Second, likeness as the perfection of image. Here likeness signifies how well the image succeeds. An image is ""like"" its original when the representation is good and ""unlike"" when it falls short. In this sense, likeness adds a qualitative dimension: specifically, likeness of power and virtue. The image gives you the structure (intellect, will, self-movement); the likeness of virtue tells you how well that structure is being used.","""Image"" and ""likeness"" are not redundant. Likeness is the genus; image is the species. Wherever there is an image there is likeness, but not the reverse.

The two can be distinguished in two ways. First, likeness as preamble to image: likeness covers the more general features (the soul's incorruptibility, its simplicity) while the image proper is found specifically in intellectual nature. In this sense, the mind bears God's image while the body and lower faculties bear only God's likeness.

Second, likeness as the perfection of image: an image is ""like"" its original when the representation succeeds, ""unlike"" when it falls short. In this sense, likeness of power and virtue tells you how well the image is being used. The image gives you the structure. The likeness tells you whether the structure is fulfilled.","","",""
"93.9b","Q93: The End or Term of the Production of Man","9b","Reply Obj. 1: ""Likeness"" is not distinct from ""image"" in the general notion of ""likeness"" (for thus it is included in ""image""); but so far as any ""likeness"" falls short of ""image,"" or again, as it perfects the idea of ""image.""

Reply Obj. 2: The soul's essence belongs to the ""image,"" as representing the Divine Essence in those things which belong to the intellectual nature; but not in those conditions subsequent to general notions of being, such as simplicity and indissolubility.

Reply Obj. 3: Even certain virtues are natural to the soul, at least, in their seeds, by reason of which we may say that a natural ""likeness"" exists in the soul. Nor it is unfitting to us the term ""image"" from one point of view and from another the term ""likeness.""

Reply Obj. 4: Love of the word, which is knowledge loved, belongs to the nature of ""image""; but love of virtue belongs to ""likeness,"" as virtue itself belongs to likeness.","Likeness is not distinct from image in the general sense (since every image involves likeness) but in the specific sense: either as falling short of the image (covering features too general to constitute the image proper) or as perfecting it (indicating the quality of the image's realization). The soul's essence belongs to the image insofar as it represents the divine essence in intellectual nature, not in generic features like simplicity or indissolubility. Natural seeds of virtue in the soul can ground a natural ""likeness,"" and the two terms can apply to different aspects of the same reality. Love of the word (knowledge loved) belongs to image; love of virtue belongs to likeness.","Likeness is not distinct from image in the general sense, since every image involves likeness. It is distinct in the specific sense: either as falling short of the image (covering features too broad to constitute it) or as perfecting it (measuring how well the image is realized). The soul's essence belongs to the image insofar as it represents the divine essence in intellectual nature. Love of the word, knowledge beloved, belongs to image. Love of virtue belongs to likeness. The two terms map the same reality from different angles.","","",""
"94.0","Q94: Of the State and Condition of the First Man as Regards His Intellect","0","(In Four Articles)

We next consider the state or condition of the first man; first, as regards his soul; secondly, as regards his body. Concerning the first there are two things to be considered:

(1) The condition of man as to his intellect;

(2) the condition of man as to his will.

Under the first head there are four points of inquiry:

(1) Whether the first man saw the Essence of God?

(2) Whether he could see the separate substances, that is, the angels?

(3) Whether he possessed all knowledge?

(4) Whether he could err or be deceived?","We now consider the first man's condition, starting with his intellect. Four questions: (1) Did he see God's essence? (2) Could he see angels directly? (3) Did he possess all knowledge? (4) Could he be deceived?","The first man's mind: four questions. Did Adam see God as God sees Himself? Could he perceive angels directly? Did he possess all knowledge? And was he capable of error?","","",""
"94.1a","Q94: Of the State and Condition of the First Man as Regards His Intellect","1a","FIRST ARTICLE [I, Q. 94, Art. 1]

Whether the First Man Saw God Through His Essence?

Objection 1: It would seem that the first man saw God through His Essence. For man's happiness consists in the vision of the Divine Essence. But the first man, ""while established in paradise, led a life of happiness in the enjoyment of all things,"" as Damascene says (De Fide Orth. ii, 11). And Augustine says (De Civ. Dei xiv, 10): ""If man was gifted with the same tastes as now, how happy must he have been in paradise, that place of ineffable happiness!"" Therefore the first man in paradise saw God through His Essence.

Obj. 2: Further, Augustine says (De Civ. Dei xiv, loc. cit.) that ""the first man lacked nothing which his good-will might obtain."" But our good-will can obtain nothing better than the vision of the Divine Essence. Therefore man saw God through His Essence.

Obj. 3: Further, the vision of God in His Essence is whereby God is seen without a medium or enigma. But man in the state of innocence ""saw God immediately,"" as the Master of the Sentences asserts (Sent. iv, D, i). He also saw without an enigma, for an enigma implies obscurity, as Augustine says (De Trin. xv, 9). Now, obscurity resulted from sin. Therefore man in the primitive state saw God through His Essence.

On the contrary, The Apostle says (1 Cor. 15:46): ""That was not first which is spiritual, but that which is natural."" But to see God through His Essence is most spiritual. Therefore the first man in the primitive state of his natural life did not see God through His Essence.

I answer that, The first man did not see God through His Essence if we consider the ordinary state of that life; unless, perhaps, it be said that he saw God in a vision, when ""God cast a deep sleep upon Adam"" (Gen. 2:21). The reason is because, since in the Divine Essence is beatitude itself, the intellect of a man who sees the Divine Essence has the same relation to God as a man has to beatitude. Now it is clear that man cannot willingly be turned away from beatitude, since naturally and necessarily he desires it, and shuns unhappiness. Wherefore no one who sees the Essence of God can willingly turn away from God, which means to sin. Hence all who see God through His Essence are so firmly established in the love of God, that for eternity they can never sin. Therefore, as Adam did sin, it is clear that he did not see God through His Essence.

Nevertheless he knew God with a more perfect knowledge than we do now. Thus in a sense his knowledge was midway between our knowledge in the present state, and the knowledge we shall have in heaven, when we see God through His Essence. To make this clear, we must consider that the vision of God through His Essence is contradistinguished from the vision of God through His creatures. Now the higher the creature is, and the more like it is to God, the more clearly is God seen in it; for instance, a man is seen more clearly through a mirror in which his image is the more clearly expressed. Thus God is seen in a much more perfect manner through His intelligible effects than through those which are only sensible or corporeal. But in his present state man is impeded as regards the full and clear consideration of intelligible creatures, because he is distracted by and occupied with sensible things. Now, it is written (Eccles. 7:30): ""God made man right."" And man was made right by God in this sense, that in him the lower powers were subjected to the higher, and the higher nature was made so as not to be impeded by the lower. Wherefore the first man was not impeded by exterior things from a clear and steady contemplation of the intelligible effects which he perceived by the radiation of the first truth, whether by a natural or by a gratuitous knowledge. Hence Augustine says (Gen. ad lit. xi, 33) that, ""perhaps God used to speak to the first man as He speaks to the angels; by shedding on his mind a ray of the unchangeable truth, yet without bestowing on him the experience of which the angels are capable in the participation of the Divine Essence."" Therefore, through these intelligible effects of God, man knew God then more clearly than we know Him now.","The first man did not see God in His essence. The proof is simple: anyone who sees God's essence possesses beatitude, and no one possessing beatitude can willingly turn away from God, because beatitude is what everyone necessarily desires. Since Adam sinned, he could not have been seeing God's essence.

But Adam knew God more perfectly than we do now, in a way midway between our current knowledge and the beatific vision. We know God through sensible creatures, and our engagement with the sensible world distracts us from purely intelligible contemplation. In Adam, the lower powers were perfectly subject to reason, and reason was not dragged down by sensory preoccupation. He could contemplate God's intelligible effects clearly and steadily, receiving a kind of direct illumination from the First Truth. His knowledge was not the beatific vision, but it was far clearer than anything we achieve in our present distracted condition.","Adam did not see God in His essence. The proof is devastatingly simple: anyone who sees God's essence possesses beatitude, and no one possessing beatitude can willingly turn from God. Adam sinned. Therefore he did not see God's essence.

But he knew God far more clearly than we do, in a way midway between our clouded present knowledge and the unveiled vision of heaven. We know God through sensible things, and our engagement with the sensible world constantly distracts us from higher contemplation. In Adam, the lower powers were perfectly subject to reason. Nothing in his nature dragged him downward. He could contemplate God's intelligible effects with a clarity and steadiness we cannot achieve, receiving illumination from the First Truth as directly as a mind still bound to images can receive it.","","",""
